Mes y año	Comarca código	Comarca nombre	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
Julio 2021	21	Campo de Cariñena	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	60
Julio 2021	21	Campo de Cariñena	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4
Julio 2021	21	Campo de Cariñena	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Julio 2021	21	Campo de Cariñena	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	16
Julio 2021	21	Campo de Cariñena	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	152
Julio 2021	21	Campo de Cariñena	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	53
Julio 2021	21	Campo de Cariñena	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	6
Julio 2021	21	Campo de Cariñena	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	23
Julio 2021	22	Campo de Belchite	Españoles	ESPAÑA	Españoles	Españoles	Hombres	56
Julio 2021	22	Campo de Belchite	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	6
Julio 2021	22	Campo de Belchite	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	4
Julio 2021	22	Campo de Belchite	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	72
Julio 2021	22	Campo de Belchite	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4
Julio 2021	22	Campo de Belchite	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Julio 2021	22	Campo de Belchite	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	9
Julio 2021	23	Bajo Martín	Españoles	ESPAÑA	Españoles	Españoles	Hombres	93
Julio 2021	23	Bajo Martín	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	6
Julio 2021	23	Bajo Martín	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Julio 2021	23	Bajo Martín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	7
Julio 2021	23	Bajo Martín	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	154
Julio 2021	23	Bajo Martín	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	10
Julio 2021	23	Bajo Martín	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Julio 2021	23	Bajo Martín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	27
Julio 2021	24	Campo de Daroca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	50
Julio 2021	24	Campo de Daroca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	19
Julio 2021	24	Campo de Daroca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Julio 2021	24	Campo de Daroca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	7
Julio 2021	24	Campo de Daroca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	61
Julio 2021	24	Campo de Daroca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	14
Julio 2021	24	Campo de Daroca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	8
Julio 2021	25	Jiloca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	120
Julio 2021	25	Jiloca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	10
Julio 2021	25	Jiloca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Julio 2021	25	Jiloca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	11
Julio 2021	25	Jiloca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	148
Julio 2021	25	Jiloca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	24
Julio 2021	25	Jiloca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Julio 2021	25	Jiloca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	29
Julio 2021	26	Cuencas Mineras	Españoles	ESPAÑA	Españoles	Españoles	Hombres	100
Julio 2021	26	Cuencas Mineras	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5
Julio 2021	26	Cuencas Mineras	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Julio 2021	26	Cuencas Mineras	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	16
Julio 2021	26	Cuencas Mineras	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	166
Julio 2021	26	Cuencas Mineras	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	5
Julio 2021	26	Cuencas Mineras	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	39
Julio 2021	27	Andorra-Sierra de Arcos	Españoles	ESPAÑA	Españoles	Españoles	Hombres	152
Julio 2021	27	Andorra-Sierra de Arcos	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	6
Julio 2021	27	Andorra-Sierra de Arcos	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	7
Julio 2021	27	Andorra-Sierra de Arcos	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	7
Julio 2021	27	Andorra-Sierra de Arcos	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	227
Julio 2021	27	Andorra-Sierra de Arcos	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	12
Julio 2021	27	Andorra-Sierra de Arcos	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	5
Julio 2021	27	Andorra-Sierra de Arcos	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	33
Julio 2021	28	Bajo Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	358
Julio 2021	28	Bajo Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	45
Julio 2021	28	Bajo Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5
Julio 2021	28	Bajo Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	55
Julio 2021	28	Bajo Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	571
Julio 2021	28	Bajo Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	99
Julio 2021	28	Bajo Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	17
Julio 2021	28	Bajo Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	146
Julio 2021	28	Bajo Aragón	No consta	No consta		No consta	Mujeres	1
Julio 2021	29	Comunidad de Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	708
Julio 2021	29	Comunidad de Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	55
Julio 2021	29	Comunidad de Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	9
Julio 2021	29	Comunidad de Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	97
Julio 2021	29	Comunidad de Teruel	No consta	No consta		No consta	Hombres	1
Julio 2021	29	Comunidad de Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	960
Julio 2021	29	Comunidad de Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	81
Julio 2021	29	Comunidad de Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	7
Julio 2021	29	Comunidad de Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Julio 2021	29	Comunidad de Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	163
Julio 2021	30	Maestrazgo	Españoles	ESPAÑA	Españoles	Españoles	Hombres	38
Julio 2021	30	Maestrazgo	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4
Julio 2021	30	Maestrazgo	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Julio 2021	30	Maestrazgo	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1
Julio 2021	30	Maestrazgo	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	29
Julio 2021	30	Maestrazgo	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Julio 2021	30	Maestrazgo	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Julio 2021	30	Maestrazgo	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	8
Julio 2021	31	Sierra de Albarracín	Españoles	ESPAÑA	Españoles	Españoles	Hombres	36
Julio 2021	31	Sierra de Albarracín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	7
Julio 2021	31	Sierra de Albarracín	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	49
Julio 2021	31	Sierra de Albarracín	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Julio 2021	31	Sierra de Albarracín	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Julio 2021	31	Sierra de Albarracín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	13
Julio 2021	32	Gúdar-Javalambre	Españoles	ESPAÑA	Españoles	Españoles	Hombres	109
Julio 2021	32	Gúdar-Javalambre	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	24
Julio 2021	32	Gúdar-Javalambre	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4
Julio 2021	32	Gúdar-Javalambre	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Julio 2021	32	Gúdar-Javalambre	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	12
Julio 2021	32	Gúdar-Javalambre	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	163
Julio 2021	32	Gúdar-Javalambre	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	11
Julio 2021	32	Gúdar-Javalambre	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3
Julio 2021	32	Gúdar-Javalambre	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	26
Julio 2021	33	Matarraña / Matarranya	Españoles	ESPAÑA	Españoles	Españoles	Hombres	85
Julio 2021	33	Matarraña / Matarranya	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	8
Julio 2021	33	Matarraña / Matarranya	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4
Julio 2021	33	Matarraña / Matarranya	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	20
Julio 2021	33	Matarraña / Matarranya	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	101
Julio 2021	33	Matarraña / Matarranya	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	11
Julio 2021	33	Matarraña / Matarranya	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3
Julio 2021	33	Matarraña / Matarranya	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	22
Junio 2021	01	La Jacetania	Españoles	ESPAÑA	Españoles	Españoles	Hombres	309
Junio 2021	01	La Jacetania	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	12
Junio 2021	01	La Jacetania	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	6
Junio 2021	01	La Jacetania	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	18
Junio 2021	01	La Jacetania	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	443
Junio 2021	01	La Jacetania	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	20
Junio 2021	01	La Jacetania	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	10
Junio 2021	01	La Jacetania	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
Junio 2021	01	La Jacetania	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	33
Junio 2021	02	Alto Gállego	Españoles	ESPAÑA	Españoles	Españoles	Hombres	243
Junio 2021	02	Alto Gállego	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	19
Junio 2021	02	Alto Gállego	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	12
Junio 2021	02	Alto Gállego	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	24
Junio 2021	02	Alto Gállego	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	281
Junio 2021	02	Alto Gállego	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	31
Junio 2021	02	Alto Gállego	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	10
Junio 2021	02	Alto Gállego	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	63
Junio 2021	03	Sobrarbe	Españoles	ESPAÑA	Españoles	Españoles	Hombres	113
Junio 2021	03	Sobrarbe	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	8
Junio 2021	03	Sobrarbe	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Junio 2021	03	Sobrarbe	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Junio 2021	03	Sobrarbe	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	4
Junio 2021	03	Sobrarbe	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	103
Junio 2021	03	Sobrarbe	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	16
Junio 2021	03	Sobrarbe	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	6
Junio 2021	03	Sobrarbe	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4
Junio 2021	04	La Ribagorza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	119
Junio 2021	04	La Ribagorza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	24
Junio 2021	04	La Ribagorza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4
Junio 2021	04	La Ribagorza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	3
Junio 2021	04	La Ribagorza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9
Junio 2021	04	La Ribagorza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	190
Junio 2021	04	La Ribagorza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	37
Junio 2021	04	La Ribagorza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	10
Junio 2021	04	La Ribagorza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	20
Junio 2021	05	Cinco Villas	Españoles	ESPAÑA	Españoles	Españoles	Hombres	453
Junio 2021	05	Cinco Villas	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	110
Junio 2021	05	Cinco Villas	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5
Junio 2021	05	Cinco Villas	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	67
Junio 2021	05	Cinco Villas	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	708
Junio 2021	05	Cinco Villas	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	157
Junio 2021	05	Cinco Villas	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	11
Junio 2021	05	Cinco Villas	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	98
Junio 2021	06	Hoya de Huesca / Plana de Uesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1265
Junio 2021	06	Hoya de Huesca / Plana de Uesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	61
Junio 2021	06	Hoya de Huesca / Plana de Uesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	26
Junio 2021	06	Hoya de Huesca / Plana de Uesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Junio 2021	06	Hoya de Huesca / Plana de Uesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	183
Junio 2021	06	Hoya de Huesca / Plana de Uesca	No consta	No consta	No consta	No consta	Hombres	1
Junio 2021	06	Hoya de Huesca / Plana de Uesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	1639
Junio 2021	06	Hoya de Huesca / Plana de Uesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	111
Junio 2021	06	Hoya de Huesca / Plana de Uesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	34
Junio 2021	06	Hoya de Huesca / Plana de Uesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
Junio 2021	06	Hoya de Huesca / Plana de Uesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	325
Junio 2021	06	Hoya de Huesca / Plana de Uesca	No consta	No consta		No consta	Mujeres	1
Junio 2021	07	Somontano de Barbastro	Españoles	ESPAÑA	Españoles	Españoles	Hombres	378
Junio 2021	07	Somontano de Barbastro	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	14
