Año	Residencia provincia código	Residencia municipio código	Residencia municipio nombre	Edad (grandes grupos)	Sexo	Personas
1998	22	22223	Sopeira	16 a 64	Mujeres	26
1998	22	22223	Sopeira	65 y más	Mujeres	22
1998	22	22225	Tamarite de Litera	0 a 15	Mujeres	247
1998	22	22225	Tamarite de Litera	16 a 64	Mujeres	1120
1998	22	22225	Tamarite de Litera	65 y más	Mujeres	558
1998	22	22226	Tardienta	0 a 15	Mujeres	55
1998	22	22226	Tardienta	16 a 64	Mujeres	311
1998	22	22226	Tardienta	65 y más	Mujeres	146
1998	22	22227	Tella-Sin	0 a 15	Mujeres	13
1998	22	22227	Tella-Sin	16 a 64	Mujeres	65
1998	22	22227	Tella-Sin	65 y más	Mujeres	52
1998	22	22228	Tierz	0 a 15	Mujeres	5
1998	22	22228	Tierz	16 a 64	Mujeres	60
1998	22	22228	Tierz	65 y más	Mujeres	24
1998	22	22229	Tolva	0 a 15	Mujeres	11
1998	22	22229	Tolva	16 a 64	Mujeres	53
1998	22	22229	Tolva	65 y más	Mujeres	35
1998	22	22230	Torla-Ordesa	0 a 15	Mujeres	17
1998	22	22230	Torla-Ordesa	16 a 64	Mujeres	92
1998	22	22230	Torla-Ordesa	65 y más	Mujeres	47
1998	22	22232	Torralba de Aragón	0 a 15	Mujeres	4
1998	22	22232	Torralba de Aragón	16 a 64	Mujeres	38
1998	22	22232	Torralba de Aragón	65 y más	Mujeres	29
1998	22	22233	Torre la Ribera	0 a 15	Mujeres	6
1998	22	22233	Torre la Ribera	16 a 64	Mujeres	23
1998	22	22233	Torre la Ribera	65 y más	Mujeres	26
1998	22	22234	Torrente de Cinca	0 a 15	Mujeres	77
1998	22	22234	Torrente de Cinca	16 a 64	Mujeres	341
1998	22	22234	Torrente de Cinca	65 y más	Mujeres	148
1998	22	22235	Torres de Alcanadre	0 a 15	Mujeres	7
1998	22	22235	Torres de Alcanadre	16 a 64	Mujeres	28
1998	22	22235	Torres de Alcanadre	65 y más	Mujeres	24
1998	22	22236	Torres de Barbués	0 a 15	Mujeres	16
1998	22	22236	Torres de Barbués	16 a 64	Mujeres	106
1998	22	22236	Torres de Barbués	65 y más	Mujeres	58
1998	22	22239	Tramaced	16 a 64	Mujeres	29
1998	22	22239	Tramaced	65 y más	Mujeres	13
1998	22	22242	Valfarta	16 a 64	Mujeres	29
1998	22	22242	Valfarta	65 y más	Mujeres	16
1998	22	22243	Valle de Bardají	0 a 15	Mujeres	6
1998	22	22243	Valle de Bardají	16 a 64	Mujeres	12
1998	22	22243	Valle de Bardají	65 y más	Mujeres	9
1998	22	22244	Valle de Lierp	0 a 15	Mujeres	1
1998	22	22244	Valle de Lierp	16 a 64	Mujeres	16
1998	22	22244	Valle de Lierp	65 y más	Mujeres	12
1998	22	22245	Velilla de Cinca	0 a 15	Mujeres	22
1998	22	22245	Velilla de Cinca	16 a 64	Mujeres	136
1998	22	22245	Velilla de Cinca	65 y más	Mujeres	87
1998	22	22246	Beranuy	0 a 15	Mujeres	3
1998	22	22246	Beranuy	16 a 64	Mujeres	23
1998	22	22246	Beranuy	65 y más	Mujeres	28
1998	22	22247	Viacamp y Litera	16 a 64	Mujeres	7
1998	22	22247	Viacamp y Litera	65 y más	Mujeres	4
1998	22	22249	Villanova	0 a 15	Mujeres	4
1998	22	22249	Villanova	16 a 64	Mujeres	29
1998	22	22249	Villanova	65 y más	Mujeres	15
1998	22	22250	Villanúa	0 a 15	Mujeres	14
1998	22	22250	Villanúa	16 a 64	Mujeres	108
1998	22	22250	Villanúa	65 y más	Mujeres	43
1998	22	22251	Villanueva de Sigena	0 a 15	Mujeres	43
1998	22	22251	Villanueva de Sigena	16 a 64	Mujeres	138
1998	22	22251	Villanueva de Sigena	65 y más	Mujeres	65
1998	22	22252	Yebra de Basa	0 a 15	Mujeres	9
1998	22	22252	Yebra de Basa	16 a 64	Mujeres	39
1998	22	22252	Yebra de Basa	65 y más	Mujeres	17
1998	22	22253	Yésero	0 a 15	Mujeres	2
1998	22	22253	Yésero	16 a 64	Mujeres	14
1998	22	22253	Yésero	65 y más	Mujeres	12
1998	22	22254	Zaidín	0 a 15	Mujeres	137
1998	22	22254	Zaidín	16 a 64	Mujeres	501
1998	22	22254	Zaidín	65 y más	Mujeres	208
1998	22	22901	Valle de Hecho	0 a 15	Mujeres	50
1998	22	22901	Valle de Hecho	16 a 64	Mujeres	262
1998	22	22901	Valle de Hecho	65 y más	Mujeres	153
1998	22	22902	Puente la Reina de Jaca	0 a 15	Mujeres	11
1998	22	22902	Puente la Reina de Jaca	16 a 64	Mujeres	71
1998	22	22902	Puente la Reina de Jaca	65 y más	Mujeres	34
1998	22	22903	San Miguel del Cinca	0 a 15	Mujeres	51
1998	22	22903	San Miguel del Cinca	16 a 64	Mujeres	238
1998	22	22903	San Miguel del Cinca	65 y más	Mujeres	141
1998	22	22904	Sotonera (La)	0 a 15	Mujeres	51
1998	22	22904	Sotonera (La)	16 a 64	Mujeres	273
1998	22	22904	Sotonera (La)	65 y más	Mujeres	189
1998	22	22905	Lupiñén-Ortilla	0 a 15	Mujeres	14
1998	22	22905	Lupiñén-Ortilla	16 a 64	Mujeres	91
1998	22	22905	Lupiñén-Ortilla	65 y más	Mujeres	60
1998	22	22906	Santa María de Dulcis	0 a 15	Mujeres	11
1998	22	22906	Santa María de Dulcis	16 a 64	Mujeres	55
1998	22	22906	Santa María de Dulcis	65 y más	Mujeres	37
1998	22	22907	Aínsa-Sobrarbe	0 a 15	Mujeres	118
1998	22	22907	Aínsa-Sobrarbe	16 a 64	Mujeres	424
1998	22	22907	Aínsa-Sobrarbe	65 y más	Mujeres	211
1998	22	22909	Vencillón	0 a 15	Mujeres	31
1998	22	22909	Vencillón	16 a 64	Mujeres	151
1998	22	22909	Vencillón	65 y más	Mujeres	53
1998	44	44001	Ababuj	0 a 15	Mujeres	3
1998	44	44001	Ababuj	16 a 64	Mujeres	23
1998	44	44001	Ababuj	65 y más	Mujeres	12
1998	44	44002	Abejuela	16 a 64	Mujeres	13
1998	44	44002	Abejuela	65 y más	Mujeres	11
1998	44	44003	Aguatón	16 a 64	Mujeres	10
1998	44	44003	Aguatón	65 y más	Mujeres	6
1998	44	44004	Aguaviva	0 a 15	Mujeres	40
1998	44	44004	Aguaviva	16 a 64	Mujeres	153
1998	44	44004	Aguaviva	65 y más	Mujeres	120
1998	44	44005	Aguilar del Alfambra	0 a 15	Mujeres	2
1998	44	44005	Aguilar del Alfambra	16 a 64	Mujeres	27
1998	44	44005	Aguilar del Alfambra	65 y más	Mujeres	13
1998	44	44006	Alacón	0 a 15	Mujeres	27
1998	44	44006	Alacón	16 a 64	Mujeres	122
1998	44	44006	Alacón	65 y más	Mujeres	77
1998	44	44007	Alba	0 a 15	Mujeres	13
1998	44	44007	Alba	16 a 64	Mujeres	65
1998	44	44007	Alba	65 y más	Mujeres	63
1998	44	44008	Albalate del Arzobispo	0 a 15	Mujeres	178
1998	44	44008	Albalate del Arzobispo	16 a 64	Mujeres	666
1998	44	44008	Albalate del Arzobispo	65 y más	Mujeres	365
1998	44	44009	Albarracín	0 a 15	Mujeres	66
1998	44	44009	Albarracín	16 a 64	Mujeres	291
1998	44	44009	Albarracín	65 y más	Mujeres	149
1998	44	44010	Albentosa	0 a 15	Mujeres	14
1998	44	44010	Albentosa	16 a 64	Mujeres	79
1998	44	44010	Albentosa	65 y más	Mujeres	44
1998	44	44011	Alcaine	16 a 64	Mujeres	14
1998	44	44011	Alcaine	65 y más	Mujeres	11
1998	44	44012	Alcalá de la Selva	0 a 15	Mujeres	24
1998	44	44012	Alcalá de la Selva	16 a 64	Mujeres	121
1998	44	44012	Alcalá de la Selva	65 y más	Mujeres	71
1998	44	44013	Alcañiz	0 a 15	Mujeres	1042
1998	44	44013	Alcañiz	16 a 64	Mujeres	3975
1998	44	44013	Alcañiz	65 y más	Mujeres	1476
1998	44	44014	Alcorisa	0 a 15	Mujeres	296
1998	44	44014	Alcorisa	16 a 64	Mujeres	971
1998	44	44014	Alcorisa	65 y más	Mujeres	379
1998	44	44016	Alfambra	0 a 15	Mujeres	36
1998	44	44016	Alfambra	16 a 64	Mujeres	200
1998	44	44016	Alfambra	65 y más	Mujeres	98
1998	44	44017	Aliaga	0 a 15	Mujeres	19
1998	44	44017	Aliaga	16 a 64	Mujeres	92
1998	44	44017	Aliaga	65 y más	Mujeres	87
1998	44	44018	Almohaja	16 a 64	Mujeres	4
1998	44	44018	Almohaja	65 y más	Mujeres	7
1998	44	44019	Alobras	0 a 15	Mujeres	1
1998	44	44019	Alobras	16 a 64	Mujeres	13
1998	44	44019	Alobras	65 y más	Mujeres	27
1998	44	44020	Alpeñés	0 a 15	Mujeres	1
1998	44	44020	Alpeñés	16 a 64	Mujeres	5
1998	44	44020	Alpeñés	65 y más	Mujeres	7
1998	44	44021	Allepuz	0 a 15	Mujeres	7
1998	44	44021	Allepuz	16 a 64	Mujeres	34
1998	44	44021	Allepuz	65 y más	Mujeres	30
1998	44	44022	Alloza	0 a 15	Mujeres	61
1998	44	44022	Alloza	16 a 64	Mujeres	209
1998	44	44022	Alloza	65 y más	Mujeres	153
1998	44	44023	Allueva	16 a 64	Mujeres	2
1998	44	44023	Allueva	65 y más	Mujeres	3
1998	44	44024	Anadón	16 a 64	Mujeres	5
1998	44	44024	Anadón	65 y más	Mujeres	4
1998	44	44025	Andorra	0 a 15	Mujeres	747
1998	44	44025	Andorra	16 a 64	Mujeres	2589
1998	44	44025	Andorra	65 y más	Mujeres	610
1998	44	44026	Arcos de las Salinas	0 a 15	Mujeres	9
1998	44	44026	Arcos de las Salinas	16 a 64	Mujeres	35
1998	44	44026	Arcos de las Salinas	65 y más	Mujeres	37
1998	44	44027	Arens de Lledó	0 a 15	Mujeres	14
1998	44	44027	Arens de Lledó	16 a 64	Mujeres	68
1998	44	44027	Arens de Lledó	65 y más	Mujeres	45
1998	44	44028	Argente	0 a 15	Mujeres	7
1998	44	44028	Argente	16 a 64	Mujeres	70
1998	44	44028	Argente	65 y más	Mujeres	51
1998	44	44029	Ariño	0 a 15	Mujeres	77
1998	44	44029	Ariño	16 a 64	Mujeres	268
1998	44	44029	Ariño	65 y más	Mujeres	118
1998	44	44031	Azaila	0 a 15	Mujeres	4
1998	44	44031	Azaila	16 a 64	Mujeres	41
1998	44	44031	Azaila	65 y más	Mujeres	40
1998	44	44032	Bádenas	16 a 64	Mujeres	6
1998	44	44032	Bádenas	65 y más	Mujeres	7
1998	44	44033	Báguena	0 a 15	Mujeres	15
1998	44	44033	Báguena	16 a 64	Mujeres	115
1998	44	44033	Báguena	65 y más	Mujeres	128
1998	44	44034	Bañón	0 a 15	Mujeres	2
1998	44	44034	Bañón	16 a 64	Mujeres	42
1998	44	44034	Bañón	65 y más	Mujeres	40
1998	44	44035	Barrachina	0 a 15	Mujeres	11
1998	44	44035	Barrachina	16 a 64	Mujeres	36
1998	44	44035	Barrachina	65 y más	Mujeres	36
1998	44	44036	Bea	0 a 15	Mujeres	3
1998	44	44036	Bea	16 a 64	Mujeres	16
1998	44	44036	Bea	65 y más	Mujeres	2
1998	44	44037	Beceite	0 a 15	Mujeres	34
1998	44	44037	Beceite	16 a 64	Mujeres	167
1998	44	44037	Beceite	65 y más	Mujeres	121
1998	44	44038	Belmonte de San José	0 a 15	Mujeres	4
1998	44	44038	Belmonte de San José	16 a 64	Mujeres	37
1998	44	44038	Belmonte de San José	65 y más	Mujeres	33
1998	44	44039	Bello	0 a 15	Mujeres	21
1998	44	44039	Bello	16 a 64	Mujeres	107
1998	44	44039	Bello	65 y más	Mujeres	92
1998	44	44040	Berge	0 a 15	Mujeres	13
1998	44	44040	Berge	16 a 64	Mujeres	54
1998	44	44040	Berge	65 y más	Mujeres	39
1998	44	44041	Bezas	0 a 15	Mujeres	1
1998	44	44041	Bezas	16 a 64	Mujeres	10
1998	44	44041	Bezas	65 y más	Mujeres	23
1998	44	44042	Blancas	0 a 15	Mujeres	7
1998	44	44042	Blancas	16 a 64	Mujeres	48
1998	44	44042	Blancas	65 y más	Mujeres	37
1998	44	44043	Blesa	0 a 15	Mujeres	3
1998	44	44043	Blesa	16 a 64	Mujeres	39
1998	44	44043	Blesa	65 y más	Mujeres	21
1998	44	44044	Bordón	0 a 15	Mujeres	10
1998	44	44044	Bordón	16 a 64	Mujeres	36
1998	44	44044	Bordón	65 y más	Mujeres	20
1998	44	44045	Bronchales	0 a 15	Mujeres	38
1998	44	44045	Bronchales	16 a 64	Mujeres	86
1998	44	44045	Bronchales	65 y más	Mujeres	80
1998	44	44046	Bueña	0 a 15	Mujeres	1
1998	44	44046	Bueña	16 a 64	Mujeres	25
1998	44	44046	Bueña	65 y más	Mujeres	20
1998	44	44047	Burbáguena	0 a 15	Mujeres	5
1998	44	44047	Burbáguena	16 a 64	Mujeres	57
1998	44	44047	Burbáguena	65 y más	Mujeres	114
1998	44	44048	Cabra de Mora	0 a 15	Mujeres	7
1998	44	44048	Cabra de Mora	16 a 64	Mujeres	25
1998	44	44048	Cabra de Mora	65 y más	Mujeres	14
1998	44	44049	Calaceite	0 a 15	Mujeres	79
1998	44	44049	Calaceite	16 a 64	Mujeres	319
1998	44	44049	Calaceite	65 y más	Mujeres	214
1998	44	44050	Calamocha	0 a 15	Mujeres	289
1998	44	44050	Calamocha	16 a 64	Mujeres	1197
1998	44	44050	Calamocha	65 y más	Mujeres	533
1998	44	44051	Calanda	0 a 15	Mujeres	269
1998	44	44051	Calanda	16 a 64	Mujeres	1068
1998	44	44051	Calanda	65 y más	Mujeres	413
1998	44	44052	Calomarde	0 a 15	Mujeres	3
1998	44	44052	Calomarde	16 a 64	Mujeres	22
1998	44	44052	Calomarde	65 y más	Mujeres	21
1998	44	44053	Camañas	0 a 15	Mujeres	4
1998	44	44053	Camañas	16 a 64	Mujeres	25
1998	44	44053	Camañas	65 y más	Mujeres	32
1998	44	44054	Camarena de la Sierra	0 a 15	Mujeres	15
1998	44	44054	Camarena de la Sierra	16 a 64	Mujeres	39
1998	44	44054	Camarena de la Sierra	65 y más	Mujeres	26
1998	44	44055	Camarillas	0 a 15	Mujeres	7
1998	44	44055	Camarillas	16 a 64	Mujeres	24
1998	44	44055	Camarillas	65 y más	Mujeres	24
1998	44	44056	Caminreal	0 a 15	Mujeres	47
1998	44	44056	Caminreal	16 a 64	Mujeres	207
1998	44	44056	Caminreal	65 y más	Mujeres	158
1998	44	44059	Cantavieja	0 a 15	Mujeres	53
1998	44	44059	Cantavieja	16 a 64	Mujeres	208
1998	44	44059	Cantavieja	65 y más	Mujeres	82
1998	44	44060	Cañada de Benatanduz	0 a 15	Mujeres	1
1998	44	44060	Cañada de Benatanduz	16 a 64	Mujeres	13
1998	44	44060	Cañada de Benatanduz	65 y más	Mujeres	10
1998	44	44061	Cañada de Verich (La)	0 a 15	Mujeres	3
1998	44	44061	Cañada de Verich (La)	16 a 64	Mujeres	27
1998	44	44061	Cañada de Verich (La)	65 y más	Mujeres	19
1998	44	44062	Cañada Vellida	0 a 15	Mujeres	1
1998	44	44062	Cañada Vellida	16 a 64	Mujeres	12
1998	44	44062	Cañada Vellida	65 y más	Mujeres	8
1998	44	44063	Cañizar del Olivar	0 a 15	Mujeres	8
1998	44	44063	Cañizar del Olivar	16 a 64	Mujeres	32
1998	44	44063	Cañizar del Olivar	65 y más	Mujeres	21
1998	44	44064	Cascante del Río	0 a 15	Mujeres	4
1998	44	44064	Cascante del Río	16 a 64	Mujeres	22
1998	44	44064	Cascante del Río	65 y más	Mujeres	22
1998	44	44065	Castejón de Tornos	0 a 15	Mujeres	4
1998	44	44065	Castejón de Tornos	16 a 64	Mujeres	22
1998	44	44065	Castejón de Tornos	65 y más	Mujeres	19
1998	44	44066	Castel de Cabra	0 a 15	Mujeres	14
1998	44	44066	Castel de Cabra	16 a 64	Mujeres	46
1998	44	44066	Castel de Cabra	65 y más	Mujeres	26
1998	44	44067	Castelnou	0 a 15	Mujeres	3
1998	44	44067	Castelnou	16 a 64	Mujeres	27
1998	44	44067	Castelnou	65 y más	Mujeres	19
1998	44	44068	Castelserás	0 a 15	Mujeres	50
1998	44	44068	Castelserás	16 a 64	Mujeres	230
1998	44	44068	Castelserás	65 y más	Mujeres	129
1998	44	44070	Castellar (El)	0 a 15	Mujeres	4
1998	44	44070	Castellar (El)	16 a 64	Mujeres	28
1998	44	44070	Castellar (El)	65 y más	Mujeres	18
1998	44	44071	Castellote	0 a 15	Mujeres	54
1998	44	44071	Castellote	16 a 64	Mujeres	186
1998	44	44071	Castellote	65 y más	Mujeres	126
1998	44	44074	Cedrillas	0 a 15	Mujeres	40
1998	44	44074	Cedrillas	16 a 64	Mujeres	148
1998	44	44074	Cedrillas	65 y más	Mujeres	74
1998	44	44075	Celadas	0 a 15	Mujeres	24
1998	44	44075	Celadas	16 a 64	Mujeres	110
1998	44	44075	Celadas	65 y más	Mujeres	61
1998	44	44076	Cella	0 a 15	Mujeres	190
1998	44	44076	Cella	16 a 64	Mujeres	845
1998	44	44076	Cella	65 y más	Mujeres	406
1998	44	44077	Cerollera (La)	0 a 15	Mujeres	1
1998	44	44077	Cerollera (La)	16 a 64	Mujeres	22
1998	44	44077	Cerollera (La)	65 y más	Mujeres	16
1998	44	44080	Codoñera (La)	0 a 15	Mujeres	28
1998	44	44080	Codoñera (La)	16 a 64	Mujeres	90
1998	44	44080	Codoñera (La)	65 y más	Mujeres	54
1998	44	44082	Corbalán	0 a 15	Mujeres	1
1998	44	44082	Corbalán	16 a 64	Mujeres	10
1998	44	44082	Corbalán	65 y más	Mujeres	18
1998	44	44084	Cortes de Aragón	0 a 15	Mujeres	9
1998	44	44084	Cortes de Aragón	16 a 64	Mujeres	29
1998	44	44084	Cortes de Aragón	65 y más	Mujeres	28
1998	44	44085	Cosa	0 a 15	Mujeres	1
1998	44	44085	Cosa	16 a 64	Mujeres	28
1998	44	44085	Cosa	65 y más	Mujeres	19
1998	44	44086	Cretas	0 a 15	Mujeres	36
1998	44	44086	Cretas	16 a 64	Mujeres	156
1998	44	44086	Cretas	65 y más	Mujeres	118
1998	44	44087	Crivillén	0 a 15	Mujeres	5
1998	44	44087	Crivillén	16 a 64	Mujeres	31
1998	44	44087	Crivillén	65 y más	Mujeres	27
1998	44	44088	Cuba (La)	0 a 15	Mujeres	6
1998	44	44088	Cuba (La)	16 a 64	Mujeres	13
1998	44	44088	Cuba (La)	65 y más	Mujeres	14
1998	44	44089	Cubla	16 a 64	Mujeres	11
1998	44	44089	Cubla	65 y más	Mujeres	16
1998	44	44090	Cucalón	0 a 15	Mujeres	1
1998	44	44090	Cucalón	16 a 64	Mujeres	22
1998	44	44090	Cucalón	65 y más	Mujeres	12
1998	44	44092	Cuervo (El)	0 a 15	Mujeres	5
1998	44	44092	Cuervo (El)	16 a 64	Mujeres	28
1998	44	44092	Cuervo (El)	65 y más	Mujeres	30
1998	44	44093	Cuevas de Almudén	0 a 15	Mujeres	6
1998	44	44093	Cuevas de Almudén	16 a 64	Mujeres	25
1998	44	44093	Cuevas de Almudén	65 y más	Mujeres	16
1998	44	44094	Cuevas Labradas	0 a 15	Mujeres	10
1998	44	44094	Cuevas Labradas	16 a 64	Mujeres	39
1998	44	44094	Cuevas Labradas	65 y más	Mujeres	30
1998	44	44096	Ejulve	0 a 15	Mujeres	16
1998	44	44096	Ejulve	16 a 64	Mujeres	50
1998	44	44096	Ejulve	65 y más	Mujeres	44
1998	44	44097	Escorihuela	0 a 15	Mujeres	7
1998	44	44097	Escorihuela	16 a 64	Mujeres	59
1998	44	44097	Escorihuela	65 y más	Mujeres	52
1998	44	44099	Escucha	0 a 15	Mujeres	105
1998	44	44099	Escucha	16 a 64	Mujeres	347
1998	44	44099	Escucha	65 y más	Mujeres	83
1998	44	44100	Estercuel	0 a 15	Mujeres	35
1998	44	44100	Estercuel	16 a 64	Mujeres	92
1998	44	44100	Estercuel	65 y más	Mujeres	59
1998	44	44101	Ferreruela de Huerva	0 a 15	Mujeres	2
1998	44	44101	Ferreruela de Huerva	16 a 64	Mujeres	20
1998	44	44101	Ferreruela de Huerva	65 y más	Mujeres	16
1998	44	44102	Fonfría	0 a 15	Mujeres	1
1998	44	44102	Fonfría	16 a 64	Mujeres	9
1998	44	44102	Fonfría	65 y más	Mujeres	4
1998	44	44103	Formiche Alto	0 a 15	Mujeres	10
1998	44	44103	Formiche Alto	16 a 64	Mujeres	48
1998	44	44103	Formiche Alto	65 y más	Mujeres	31
1998	44	44105	Fórnoles	0 a 15	Mujeres	2
1998	44	44105	Fórnoles	16 a 64	Mujeres	21
1998	44	44105	Fórnoles	65 y más	Mujeres	32
1998	44	44106	Fortanete	0 a 15	Mujeres	8
1998	44	44106	Fortanete	16 a 64	Mujeres	48
1998	44	44106	Fortanete	65 y más	Mujeres	41
1998	44	44107	Foz-Calanda	0 a 15	Mujeres	12
1998	44	44107	Foz-Calanda	16 a 64	Mujeres	56
1998	44	44107	Foz-Calanda	65 y más	Mujeres	41
1998	44	44108	Fresneda (La)	0 a 15	Mujeres	24
1998	44	44108	Fresneda (La)	16 a 64	Mujeres	92
1998	44	44108	Fresneda (La)	65 y más	Mujeres	90
1998	44	44109	Frías de Albarracín	0 a 15	Mujeres	11
1998	44	44109	Frías de Albarracín	16 a 64	Mujeres	37
1998	44	44109	Frías de Albarracín	65 y más	Mujeres	37
1998	44	44110	Fuenferrada	0 a 15	Mujeres	3
1998	44	44110	Fuenferrada	16 a 64	Mujeres	7
1998	44	44110	Fuenferrada	65 y más	Mujeres	13
1998	44	44111	Fuentes Calientes	0 a 15	Mujeres	4
1998	44	44111	Fuentes Calientes	16 a 64	Mujeres	41
1998	44	44111	Fuentes Calientes	65 y más	Mujeres	17
1998	44	44112	Fuentes Claras	0 a 15	Mujeres	21
1998	44	44112	Fuentes Claras	16 a 64	Mujeres	182
1998	44	44112	Fuentes Claras	65 y más	Mujeres	130
1998	44	44113	Fuentes de Rubielos	0 a 15	Mujeres	7
1998	44	44113	Fuentes de Rubielos	16 a 64	Mujeres	16
1998	44	44113	Fuentes de Rubielos	65 y más	Mujeres	19
1998	44	44114	Fuentespalda	0 a 15	Mujeres	28
1998	44	44114	Fuentespalda	16 a 64	Mujeres	104
1998	44	44114	Fuentespalda	65 y más	Mujeres	50
1998	44	44115	Galve	0 a 15	Mujeres	5
1998	44	44115	Galve	16 a 64	Mujeres	38
1998	44	44115	Galve	65 y más	Mujeres	24
1998	44	44116	Gargallo	0 a 15	Mujeres	6
1998	44	44116	Gargallo	16 a 64	Mujeres	34
1998	44	44116	Gargallo	65 y más	Mujeres	19
1998	44	44117	Gea de Albarracín	0 a 15	Mujeres	22
1998	44	44117	Gea de Albarracín	16 a 64	Mujeres	116
1998	44	44117	Gea de Albarracín	65 y más	Mujeres	93
1998	44	44118	Ginebrosa (La)	0 a 15	Mujeres	7
1998	44	44118	Ginebrosa (La)	16 a 64	Mujeres	64
1998	44	44118	Ginebrosa (La)	65 y más	Mujeres	45
1998	44	44119	Griegos	0 a 15	Mujeres	5
1998	44	44119	Griegos	16 a 64	Mujeres	28
1998	44	44119	Griegos	65 y más	Mujeres	26
1998	44	44120	Guadalaviar	0 a 15	Mujeres	18
1998	44	44120	Guadalaviar	16 a 64	Mujeres	76
1998	44	44120	Guadalaviar	65 y más	Mujeres	49
1998	44	44121	Gúdar	0 a 15	Mujeres	3
1998	44	44121	Gúdar	16 a 64	Mujeres	16
1998	44	44121	Gúdar	65 y más	Mujeres	11
1998	44	44122	Híjar	0 a 15	Mujeres	107
1998	44	44122	Híjar	16 a 64	Mujeres	524
1998	44	44122	Híjar	65 y más	Mujeres	317
1998	44	44123	Hinojosa de Jarque	0 a 15	Mujeres	6
1998	44	44123	Hinojosa de Jarque	16 a 64	Mujeres	47
1998	44	44123	Hinojosa de Jarque	65 y más	Mujeres	33
1998	44	44124	Hoz de la Vieja (La)	0 a 15	Mujeres	4
1998	44	44124	Hoz de la Vieja (La)	16 a 64	Mujeres	33
1998	44	44124	Hoz de la Vieja (La)	65 y más	Mujeres	29
1998	44	44125	Huesa del Común	0 a 15	Mujeres	2
1998	44	44125	Huesa del Común	16 a 64	Mujeres	26
1998	44	44125	Huesa del Común	65 y más	Mujeres	30
1998	44	44126	Iglesuela del Cid (La)	0 a 15	Mujeres	19
1998	44	44126	Iglesuela del Cid (La)	16 a 64	Mujeres	137
1998	44	44126	Iglesuela del Cid (La)	65 y más	Mujeres	79
1998	44	44127	Jabaloyas	0 a 15	Mujeres	4
1998	44	44127	Jabaloyas	16 a 64	Mujeres	26
1998	44	44127	Jabaloyas	65 y más	Mujeres	14
1998	44	44128	Jarque de la Val	0 a 15	Mujeres	6
1998	44	44128	Jarque de la Val	16 a 64	Mujeres	24
1998	44	44128	Jarque de la Val	65 y más	Mujeres	16
1998	44	44129	Jatiel	0 a 15	Mujeres	1
1998	44	44129	Jatiel	16 a 64	Mujeres	17
1998	44	44129	Jatiel	65 y más	Mujeres	17
1998	44	44130	Jorcas	16 a 64	Mujeres	11
1998	44	44130	Jorcas	65 y más	Mujeres	7
1998	44	44131	Josa	16 a 64	Mujeres	7
1998	44	44131	Josa	65 y más	Mujeres	13
1998	44	44132	Lagueruela	0 a 15	Mujeres	1
1998	44	44132	Lagueruela	16 a 64	Mujeres	18
1998	44	44132	Lagueruela	65 y más	Mujeres	14
1998	44	44133	Lanzuela	16 a 64	Mujeres	4
1998	44	44133	Lanzuela	65 y más	Mujeres	7
1998	44	44135	Libros	0 a 15	Mujeres	5
1998	44	44135	Libros	16 a 64	Mujeres	36
1998	44	44135	Libros	65 y más	Mujeres	39
1998	44	44136	Lidón	16 a 64	Mujeres	22
1998	44	44136	Lidón	65 y más	Mujeres	22
1998	44	44137	Linares de Mora	0 a 15	Mujeres	20
1998	44	44137	Linares de Mora	16 a 64	Mujeres	70
1998	44	44137	Linares de Mora	65 y más	Mujeres	46
1998	44	44138	Loscos	0 a 15	Mujeres	8
1998	44	44138	Loscos	16 a 64	Mujeres	45
1998	44	44138	Loscos	65 y más	Mujeres	48
1998	44	44141	Lledó	0 a 15	Mujeres	11
1998	44	44141	Lledó	16 a 64	Mujeres	54
1998	44	44141	Lledó	65 y más	Mujeres	33
1998	44	44142	Maicas	16 a 64	Mujeres	8
1998	44	44142	Maicas	65 y más	Mujeres	4
1998	44	44143	Manzanera	0 a 15	Mujeres	30
1998	44	44143	Manzanera	16 a 64	Mujeres	100
1998	44	44143	Manzanera	65 y más	Mujeres	90
1998	44	44144	Martín del Río	0 a 15	Mujeres	38
1998	44	44144	Martín del Río	16 a 64	Mujeres	135
1998	44	44144	Martín del Río	65 y más	Mujeres	68
1998	44	44145	Mas de las Matas	0 a 15	Mujeres	93
1998	44	44145	Mas de las Matas	16 a 64	Mujeres	418
1998	44	44145	Mas de las Matas	65 y más	Mujeres	217
1998	44	44146	Mata de los Olmos (La)	0 a 15	Mujeres	20
1998	44	44146	Mata de los Olmos (La)	16 a 64	Mujeres	80
1998	44	44146	Mata de los Olmos (La)	65 y más	Mujeres	45
1998	44	44147	Mazaleón	0 a 15	Mujeres	45
1998	44	44147	Mazaleón	16 a 64	Mujeres	141
1998	44	44147	Mazaleón	65 y más	Mujeres	105
1998	44	44148	Mezquita de Jarque	0 a 15	Mujeres	5
1998	44	44148	Mezquita de Jarque	16 a 64	Mujeres	33
1998	44	44148	Mezquita de Jarque	65 y más	Mujeres	30
1998	44	44149	Mirambel	0 a 15	Mujeres	6
1998	44	44149	Mirambel	16 a 64	Mujeres	37
1998	44	44149	Mirambel	65 y más	Mujeres	21
1998	44	44150	Miravete de la Sierra	0 a 15	Mujeres	1
1998	44	44150	Miravete de la Sierra	16 a 64	Mujeres	11
1998	44	44150	Miravete de la Sierra	65 y más	Mujeres	9
