Año	Sexo	Edad	Residencia CCAA código	Residencia CCAA nombre	Personas	Porcentaje
2014	Hombres	86	02	Aragón	-2672	-0,0111636179029503077369094568335860118531
2014	Mujeres	86	02	Aragón	4316	0,0180322510737775180361157244362863874094
2015	Hombres	86	02	Aragón	-2695	-0,0112597119193304937690759678766894842605
2015	Mujeres	86	02	Aragón	4614	0,0192772952860077544528818240382357255577
1998	Hombres	85	02	Aragón	-1750	-0,0073115012463185024474519271926555092601
1998	Mujeres	85	02	Aragón	3060	0,0127846821792769242795445126911576333347
1999	Hombres	85	02	Aragón	-1660	-0,0069354811822221223215829709370332259267
1999	Mujeres	85	02	Aragón	3124	0,0130520742248565723690513260284890348162
2000	Hombres	85	02	Aragón	-1789	-0,0074744432740936005019951415700918320379
2000	Mujeres	85	02	Aragón	3305	0,0138082923537615146221877824981294046311
2001	Hombres	85	02	Aragón	-1788	-0,0074702652733814185005965976116960288897
2001	Mujeres	85	02	Aragón	3231	0,0134991203010600465186955295768399716681
2002	Hombres	85	02	Aragón	-1675	-0,0069981511929048523425611303129702731489
2002	Mujeres	85	02	Aragón	3179	0,0132818642640265824459712437402582079644
2003	Hombres	85	02	Aragón	-1751	-0,0073156792470306844488504711510513124082
2003	Mujeres	85	02	Aragón	3204	0,0133863142818311324809348427001532866681
2004	Hombres	85	02	Aragón	-1807	-0,0075496472869128765271689328212162887045
2004	Mujeres	85	02	Aragón	3511	0,0146689605004710069102878379276648531498
2005	Hombres	85	02	Aragón	-1921	-0,0080259393681016246866029440783378475935
2005	Mujeres	85	02	Aragón	3443	0,0143848564520426308151868487567502390756
2006	Hombres	85	02	Aragón	-2318	-0,0096846056508378792418248955614716974085
2006	Mujeres	85	02	Aragón	4114	0,0171882949299167537536098448403341514834
2007	Hombres	85	02	Aragón	-2574	-0,0107541738331564715998521489107973033345
2007	Mujeres	85	02	Aragón	4130	0,0172551429413116657759865481746670018537
2008	Hombres	85	02	Aragón	-2586	-0,0108043098417026556166346764115469411123
2008	Mujeres	85	02	Aragón	4472	0,0186840191848779102542885819460316785206
2009	Hombres	85	02	Aragón	-2695	-0,0112597119193304937690759678766894842605
2009	Mujeres	85	02	Aragón	4498	0,0187926472033946422906507248643225603724
2010	Hombres	85	02	Aragón	-2797	-0,0116858679919730579117274516330614053716
2010	Mujeres	85	02	Aragón	4561	0,0190558612482621083787589942432581587058
2011	Hombres	85	02	Aragón	-2818	-0,0117736060069288799410968747593732714828
2011	Mujeres	85	02	Aragón	4404	0,0183999151364495341591875927751170644465
2012	Hombres	85	02	Aragón	-5512	-0,0230291399255471917087742986776669525951
2012	Mujeres	85	02	Aragón	9124	0,0381200784979485807603150764033079237079
2013	Hombres	85	02	Aragón	-2954	-0,012341814103785632131298853101202499631
2013	Mujeres	85	02	Aragón	4625	0,0193232532938417564682658075805895601873
2014	Hombres	85	02	Aragón	-2997	-0,0125214681344094581914362433122220350014
2014	Mujeres	85	02	Aragón	4950	0,0206811035253009069227925940592255833356
2015	Hombres	85	02	Aragón	-3168	-0,0132359062561925804305872601979043733348
2015	Mujeres	85	02	Aragón	4930	0,0205975435110572668948217148913095203726
1998	Hombres	84	02	Aragón	-1846	-0,0077125893146879745817121471986526114823
1998	Mujeres	84	02	Aragón	3328	0,0139043863701417006543542935412328770386
1999	Hombres	84	02	Aragón	-1996	-0,0083392894215152747914937409580230837046
1999	Mujeres	84	02	Aragón	3514	0,0146814945026075529144834698028522625942
2000	Hombres	84	02	Aragón	-1972	-0,008239017404422906757928685956523808149
2000	Mujeres	84	02	Aragón	3452	0,014422458458452268827773744382312467409
2001	Hombres	84	02	Aragón	-1923	-0,0080342953695259886894000319951294538898
2001	Mujeres	84	02	Aragón	3457	0,0144433484620131788347664641742914831497
2002	Hombres	84	02	Aragón	-1943	-0,0081178553837696287173709111630455168527
2002	Mujeres	84	02	Aragón	3491	0,0145854004862273668823169587597487901868
2003	Hombres	84	02	Aragón	-2004	-0,0083727134272127308026820926251895088898
2003	Mujeres	84	02	Aragón	3751	0,0156716806713946872459383879426576087054
2004	Hombres	84	02	Aragón	-2156	-0,0090077695354643950152607743013515874084
2004	Mujeres	84	02	Aragón	3694	0,0154335346308003131662213823140968292609
2005	Hombres	84	02	Aragón	-2581	-0,0107834198381417456096419566195679253715
2005	Mujeres	84	02	Aragón	4411	0,0184291611414348081689774004838876864835
2006	Hombres	84	02	Aragón	-2822	-0,0117903180097776079466910505929564840754
2006	Mujeres	84	02	Aragón	4448	0,018583747167785542220723526944532402965
2007	Hombres	84	02	Aragón	-2867	-0,011978328041825798009625528720767625742
2007	Mujeres	84	02	Aragón	4786	0,0199959114085030586934313848823138670392
2008	Hombres	84	02	Aragón	-3013	-0,0125883161458043702138129466465548853717
2008	Mujeres	84	02	Aragón	4826	0,0201630314369903387493731432181459929652
2009	Hombres	84	02	Aragón	-3097	-0,0129392682056276583312906391518023498162
2009	Mujeres	84	02	Aragón	4860	0,0203050834612045267969236378036033000022
2010	Hombres	84	02	Aragón	-3087	-0,0128974881985058383173051995678443183347
2010	Mujeres	84	02	Aragón	4664	0,0194861953216168545228090219580258829651
2011	Hombres	84	02	Aragón	-3090	-0,0129100222006423843215008314430317277792
2011	Mujeres	84	02	Aragón	4937	0,0206267895160425409046115226000801424097
2012	Hombres	84	02	Aragón	-6458	-0,0269815285992713650317968833200967307437
2012	Mujeres	84	02	Aragón	9812	0,0409945429879297977225133197796204896341
2013	Hombres	84	02	Aragón	-3301	-0,0137915803509127866165936066645461920385
2013	Mujeres	84	02	Aragón	5232	0,0218592997261362313171819903268420711135
2014	Hombres	84	02	Aragón	-3465	-0,0144767724677106348459548158414579083349
2014	Mujeres	84	02	Aragón	5221	0,0218133417183022293017980067844882364839
2015	Hombres	84	02	Aragón	-3493	-0,0145937564876517308851140466765403964831
2015	Mujeres	84	02	Aragón	5450	0,0227701038813919076220645732571271574099
1998	Hombres	83	02	Aragón	-2202	-0,0091999575682247670795937963875585322232
1998	Mujeres	83	02	Aragón	3745	0,0156466126671215952375471241922827898165
1999	Hombres	83	02	Aragón	-2186	-0,0091331095568298550572170930532256818529
1999	Mujeres	83	02	Aragón	3662	0,0152998386080104891214679756454311285202
2000	Hombres	83	02	Aragón	-2120	-0,008857361509825842964913191799102674075
2000	Mujeres	83	02	Aragón	3671	0,0153374406144201271340548712709933568535
2001	Hombres	83	02	Aragón	-2166	-0,0090495495425862150292462138853096188899
2001	Mujeres	83	02	Aragón	3765	0,0157301726813652352655180033601988527795
2002	Hombres	83	02	Aragón	-2243	-0,0093712555974242291369340986817864612973
2002	Mujeres	83	02	Aragón	4027	0,0168248088679569196319365204598992775944
2003	Hombres	83	02	Aragón	-2399	-0,0100230237085246213551069561915317524085
2003	Mujeres	83	02	Aragón	3983	0,0166409768366209115704005862904839390759
2004	Hombres	83	02	Aragón	-2845	-0,0118864120261577939788575616360599564828
2004	Mujeres	83	02	Aragón	4696	0,0196198913444066785675624286266915837058
2005	Hombres	83	02	Aragón	-3137	-0,0131063882341149383872323974876344757422
2005	Mujeres	83	02	Aragón	4757	0,0198747493878497806528736100888355757429
2006	Hombres	83	02	Aragón	-3149	-0,01315652424266112240401492498838411352I5
2006	Mujeres	83	02	Aragón	5120	0,0213913636463718471605450669865121185209
2007	Hombres	83	02	Aragón	-3297	-0,0137748683480640586109994308309629794459
2007	Mujeres	83	02	Aragón	5117	0,0213788296442353011563494351113247090764
2008	Hombres	83	02	Aragón	-3370	-0,0140798624000533447130931397938566092608
2008	Mujeres	83	02	Aragón	5149	0,0215125256670251252011028417799904098172
2009	Hombres	83	02	Aragón	-3359	-0,0140339043922193426977091562515027746312
2009	Mujeres	83	02	Aragón	4973	0,020777197541681092954959105102329055743
2010	Hombres	83	02	Aragón	-3361	-0,0140422603936437067005062441682943809275
2010	Mujeres	83	02	Aragón	5211	0,0217715617111804092878125672005302050024
2011	Hombres	83	02	Aragón	-3562	-0,0148820385367922889816135798058508137053
2011	Mujeres	83	02	Aragón	5234	0,0218676557275605953199790782436336774098
2012	Hombres	83	02	Aragón	-7174	-0,0299729771091936780331543575314917848181
2012	Mujeres	83	02	Aragón	10974	0,0458493798154852833476213994355437477828
2013	Hombres	83	02	Aragón	-3771	-0,0157552406856383272739092671105736716684
2013	Mujeres	83	02	Aragón	5478	0,0228870879013330036612238040922096455581
2014	Hombres	83	02	Aragón	-3792	-0,0158429787005941493032786902368855377795
2014	Mujeres	83	02	Aragón	5727	0,0239274100786663220094612497327646294471
2015	Hombres	83	02	Aragón	-3916	-0,0163610507889047174766981410779651281499
2015	Mujeres	83	02	Aragón	5469	0,0228494858949233656486369084666474172247
1998	Hombres	82	02	Aragón	-2356	-0,0098433696779007952949695659805122170381
1998	Mujeres	82	02	Aragón	3814	0,0159348947162621533340466573215932070388
1999	Hombres	82	02	Aragón	-2290	-0,0095676216308967832026656647263892092603
1999	Mujeres	82	02	Aragón	3845	0,0160644127383397953774015200318631046314
2000	Hombres	82	02	Aragón	-2351	-0,0098224796743398852879768461885332012974
2000	Mujeres	82	02	Aragón	3978	0,0166200868330600015634078664985049233351
2001	Hombres	82	02	Aragón	-2492	-0,0104115777747575474851715443223414451863
2001	Mujeres	82	02	Aragón	4311	0,0180113610702166080291230046443073716686
2002	Hombres	82	02	Aragón	-2641	-0,0110340998808726656935545941233161142605
2002	Mujeres	82	02	Aragón	4254	0,0177732150296222339494059990157465922242
2003	Hombres	82	02	Aragón	-3123	-0,0130478962241443903676527820700932316681
2003	Mujeres	82	02	Aragón	4928	0,0205891875096329028920246269745179140763
2004	Hombres	82	02	Aragón	-3401	-0,0142093804221309867564480025041265068534
2004	Mujeres	82	02	Aragón	5026	0,0209986315794267390290819348973066225949
2005	Hombres	82	02	Aragón	-3428	-0,0143221864413599007942086893808131918534
2005	Mujeres	82	02	Aragón	5463	0,0228244178906502736402456447162725983358
2006	Hombres	82	02	Aragón	-3577	-0,0149447085474750190025917391817878609276
2006	Mujeres	82	02	Aragón	5392	0,0225277798400853515409490236701705748173
2007	Hombres	82	02	Aragón	-3674	-0,015349974616556673138250503146180766298
2007	Mujeres	82	02	Aragón	5404	0,0225779158486315355577315511709202125951
2008	Hombres	82	02	Aragón	-3647	-0,015237168597327759100489816269494081298
2008	Mujeres	82	02	Aragón	5232	0,0218592997261362313171819903268420711135
2009	Hombres	82	02	Aragón	-3646	-0,0152329905966155770990912723110982781498
2009	Mujeres	82	02	Aragón	5464	0,022828595891362455641644188674668401484
2010	Hombres	82	02	Aragón	-3847	-0,0160727687397641593801986079486547109277
2010	Mujeres	82	02	Aragón	5486	0,0229205119070304596724121557593760707432
2011	Hombres	82	02	Aragón	-3892	-0,0162607787718123494431330860764658525944
2011	Mujeres	82	02	Aragón	5810	0,0242741841377774281255403982796162907434
2012	Hombres	82	02	Aragón	-8028	-0,033540989717397107227510898001507673337
2012	Mujeres	82	02	Aragón	11412	0,0476793441274209999601836532129055266719
2013	Hombres	82	02	Aragón	-4064	-0,0169793948943076536836826469205439940759
2013	Mujeres	82	02	Aragón	5980	0,0249844442588483683632928712069028259287
2014	Hombres	82	02	Aragón	-4226	-0,017656231009681137910246768180664104076
2014	Mujeres	82	02	Aragón	5703	0,0238271380615739539758961947312653538915
2015	Hombres	82	02	Aragón	-4252	-0,0177648590281978699466089110989549859279
2015	Mujeres	82	02	Aragón	6120	0,0255693643585538485590890253823152666695
1998	Hombres	81	02	Aragón	-2449	-0,0102319237441337214250341541113219098159
1998	Mujeres	81	02	Aragón	3988	0,0166618668401818215773933060824629548166
1999	Hombres	81	02	Aragón	-2523	-0,0105410957968351895285264070326113427789
1999	Mujeres	81	02	Aragón	4151	0,0173428809562674878053559713009788679649
2000	Hombres	81	02	Aragón	-2698	-0,0112722459214670397732715997518768937049
2000	Mujeres	81	02	Aragón	4510	0,0188427832119408263074332523650721981502
2001	Hombres	81	02	Aragón	-2883	-0,0120451760532207100320022320551004761124
2001	Mujeres	81	02	Aragón	4494	0,0187759352005459142850565490307393477798
2002	Hombres	81	02	Aragón	-3362	-0,0140464383943558887019047881266901840756
2002	Mujeres	81	02	Aragón	5204	0,0217423157061951352780227594917595829653
2003	Hombres	81	02	Aragón	-3654	-0,015266414602313033110279623978264703335
2003	Mujeres	81	02	Aragón	5277	0,0220473097581844213801164684546532127802
2004	Hombres	81	02	Aragón	-3727	-0,0155714086543023192123733329411583331498
2004	Mujeres	81	02	Aragón	5717	0,0238856300715445019954758101488065979656
2005	Hombres	81	02	Aragón	-3868	-0,0161605067547199814095680310749665770388
2005	Mujeres	81	02	Aragón	5691	0,0237770020530277699591136672305157161137
2006	Hombres	81	02	Aragón	-3994	-0,0166869348444549135857845698328377737055
2006	Mujeres	81	02	Aragón	5646	0,023588992020979579896179189102704574447
2007	Hombres	81	02	Aragón	-3909	-0,0163318047839194434669083333691945061129
2007	Mujeres	81	02	Aragón	5455	0,0227909938849528176290572930491061731506
2008	Hombres	81	02	Aragón	-3925	-0,0163986527953143554892850367035273564833
2008	Mujeres	81	02	Aragón	5716	0,0238814520708323199940772661904107948174
2009	Hombres	81	02	Aragón	-4115	-0,0171924729306289357550083887987299546315
2009	Mujeres	81	02	Aragón	5714	0,0238730960694079559912801782736191885211
2010	Hombres	81	02	Aragón	-4175	-0,0174431529733598558389210263024781435204
2010	Mujeres	81	02	Aragón	6029	0,0251891662937452864318215251682971801879
2011	Hombres	81	02	Aragón	-4328	-0,0180823870823237020528982519370360251872
2011	Mujeres	81	02	Aragón	5984	0,0250011562616970963688870470404860385213
2012	Hombres	81	02	Aragón	-8556	-0,0357469740934292039659421080344917355595
2012	Mujeres	81	02	Aragón	12266	0,0512473567356244291545401936829214151908
2013	Hombres	81	02	Aragón	-4483	-0,0187299771927119122696725654883855131502
2013	Mujeres	81	02	Aragón	5939	0,0248131462296489063059525689126748968546
2014	Hombres	81	02	Aragón	-4533	-0,0189388772283210123395997634081756705576
2014	Mujeres	81	02	Aragón	6374	0,0266305765394480769143191908148492662992
2015	Hombres	81	02	Aragón	-4529	-0,018922165225472284334005587574592457965
2015	Mujeres	81	02	Aragón	6250	0,0261125044511375087408997399737696759288
1998	Hombres	80	02	Aragón	-2705	-0,011301491926452313783061407460647515742
1998	Mujeres	80	02	Aragón	4236	0,0176980110168029579242322077646221355575
1999	Hombres	80	02	Aragón	-2913	-0,0121705160745861700739585508069745705569
1999	Mujeres	80	02	Aragón	4667	0,0194987293237534005270046538332132924095
2000	Hombres	80	02	Aragón	-3088	-0,0129016661992180203187037435262401214829
2000	Mujeres	80	02	Aragón	4694	0,0196115353429823145647653407098999774096
2001	Hombres	80	02	Aragón	-3640	-0,0152079225923424850907000085607234592609
2001	Mujeres	80	02	Aragón	5443	0,0227408578764066336122747655483565353729
2002	Hombres	80	02	Aragón	-3962	-0,0165532388216650895410311631641720729648
2002	Mujeres	80	02	Aragón	5493	0,0229497579120157336822019634681466927803
2003	Hombres	80	02	Aragón	-4016	-0,0167788508601229176165525369175454429648
2003	Mujeres	80	02	Aragón	5917	0,0247212302139809022751846018279672275953
2004	Hombres	80	02	Aragón	-4150	-0,0173387029555553058039574273425830648167
2004	Mujeres	80	02	Aragón	5871	0,0245290421812205302108515797417602827805
2005	Hombres	80	02	Aragón	-4288	-0,0179152670538364219969564936012038992612
2005	Mujeres	80	02	Aragón	5899	0,0246460262011616262500108105768427709286
2006	Hombres	80	02	Aragón	-4182	-0,0174723989783451298487108340112487655575
2006	Mujeres	80	02	Aragón	5691	0,0237770020530277699591136672305157161137
2007	Hombres	80	02	Aragón	-4193	-0,0175183569861791318640948175536026001871
2007	Mujeres	80	02	Aragón	5958	0,0248925282431803643325249041221951566694
2008	Hombres	80	02	Aragón	-4421	-0,018470941148556628182962840067845717965
2008	Mujeres	80	02	Aragón	5876	0,0245499321847814402178442995337392985212
2009	Hombres	80	02	Aragón	-4450	-0,0185921031692099062235206148613240092613
2009	Mujeres	80	02	Aragón	6246	0,0260957924482887807353055641401864633362
2010	Hombres	80	02	Aragón	-4583	-0,0191477772639301124095269613279658279651
2010	Mujeres	80	02	Aragón	6206	0,0259286724198015006793638058043543374102
2011	Hombres	80	02	Aragón	-4621	-0,0193065412909930284626716317470063475947
2011	Mujeres	80	02	Aragón	6393	0,026709958552979534940891526024369526114
2012	Hombres	80	02	Aragón	-9428	-0,039390190714451909185472439755632080745
2012	Mujeres	80	02	Aragón	12122	0,0506457246330702209531498636739257618574
2013	Hombres	80	02	Aragón	-4803	-0,0200669374206101527172066321750425205577
2013	Mujeres	80	02	Aragón	6572	0,0274578206804601131912308945772182896326
2014	Hombres	80	02	Aragón	-4788	-0,0200042674099274226962284727991054733355
2014	Mujeres	80	02	Aragón	6482	0,0270818006163637330653619383215960062993
2015	Hombres	80	02	Aragón	-4549	-0,019005725239715924361976466742508520928
2015	Mujeres	80	02	Aragón	6139	0,0256487463720853065856613605918355264843
1998	Hombres	79	02	Aragón	-3093	-0,0129225562027789303256964633182191372236
1998	Mujeres	79	02	Aragón	4802	0,0200627594198979707158080882166467174096
1999	Hombres	79	02	Aragón	-3244	-0,0135534343103184125368766010359854125941
1999	Mujeres	79	02	Aragón	4827	0,0201672094377025207507716871765417961133
2000	Hombres	79	02	Aragón	-3903	-0,016306736779646351458517069618819687224
2000	Mujeres	79	02	Aragón	5624	0,0234970760053115758654112220179969051878
2001	Hombres	79	02	Aragón	-4264	-0,0178149950367440539633914385997046237057
