Año	Inscripción comarca código	Inscripción comarca nombre	Edad (grandes grupos)	Sexo	Personas	Nivel de estudios Código	Nivel de estudios Nombre
2009	11	Bajo Cinca / Baix Cinca	16-64	Mujer	28,0	0	Sin clasificar
2009	11	Bajo Cinca / Baix Cinca	16-64	Mujer	2,0	2	Inferior a graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	16-64	Mujer	28,0	3	Graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	16-64	Mujer	44,0	4	BUP, Bachiller, LOGSE ó superior
2009	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	37,0	0	Sin clasificar
2009	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	9,0	2	Inferior a graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	17,0	3	Graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	5,0	4	BUP, Bachiller, LOGSE ó superior
2009	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	42,0	0	Sin clasificar
2009	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	5,0	2	Inferior a graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	17,0	3	Graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	5,0	4	BUP, Bachiller, LOGSE ó superior
2009	12	Tarazona y el Moncayo	0-15	Hombre	8,0	0	Sin clasificar
2009	12	Tarazona y el Moncayo	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2009	12	Tarazona y el Moncayo	0-15	Hombre	1,0	3	Graduado escolar o ESO
2009	12	Tarazona y el Moncayo	0-15	Mujer	11,0	0	Sin clasificar
2009	12	Tarazona y el Moncayo	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2009	12	Tarazona y el Moncayo	0-15	Mujer	1,0	3	Graduado escolar o ESO
2009	12	Tarazona y el Moncayo	16-64	Hombre	14,0	0	Sin clasificar
2009	12	Tarazona y el Moncayo	16-64	Hombre	22,0	3	Graduado escolar o ESO
2009	12	Tarazona y el Moncayo	16-64	Hombre	26,0	4	BUP, Bachiller, LOGSE ó superior
2009	12	Tarazona y el Moncayo	16-64	Mujer	23,0	0	Sin clasificar
2009	12	Tarazona y el Moncayo	16-64	Mujer	1,0	2	Inferior a graduado escolar o ESO
2009	12	Tarazona y el Moncayo	16-64	Mujer	14,0	3	Graduado escolar o ESO
2009	12	Tarazona y el Moncayo	16-64	Mujer	25,0	4	BUP, Bachiller, LOGSE ó superior
2009	12	Tarazona y el Moncayo	65 y más	Hombre	14,0	0	Sin clasificar
2009	12	Tarazona y el Moncayo	65 y más	Hombre	5,0	2	Inferior a graduado escolar o ESO
2009	12	Tarazona y el Moncayo	65 y más	Hombre	9,0	3	Graduado escolar o ESO
2009	12	Tarazona y el Moncayo	65 y más	Hombre	11,0	4	BUP, Bachiller, LOGSE ó superior
2009	12	Tarazona y el Moncayo	65 y más	Mujer	17,0	0	Sin clasificar
2009	12	Tarazona y el Moncayo	65 y más	Mujer	4,0	2	Inferior a graduado escolar o ESO
2009	12	Tarazona y el Moncayo	65 y más	Mujer	15,0	3	Graduado escolar o ESO
2009	12	Tarazona y el Moncayo	65 y más	Mujer	12,0	4	BUP, Bachiller, LOGSE ó superior
2009	13	Campo de Borja	0-15	Hombre	9,0	0	Sin clasificar
2009	13	Campo de Borja	0-15	Hombre	1,0	1	No sabe leer ni escribir
2009	13	Campo de Borja	0-15	Hombre	3,0	2	Inferior a graduado escolar o ESO
2009	13	Campo de Borja	0-15	Mujer	4,0	0	Sin clasificar
2009	13	Campo de Borja	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2009	13	Campo de Borja	16-64	Hombre	31,0	0	Sin clasificar
2009	13	Campo de Borja	16-64	Hombre	21,0	3	Graduado escolar o ESO
2009	13	Campo de Borja	16-64	Hombre	29,0	4	BUP, Bachiller, LOGSE ó superior
2009	13	Campo de Borja	16-64	Mujer	16,0	0	Sin clasificar
2009	13	Campo de Borja	16-64	Mujer	2,0	2	Inferior a graduado escolar o ESO
2009	13	Campo de Borja	16-64	Mujer	22,0	3	Graduado escolar o ESO
2009	13	Campo de Borja	16-64	Mujer	30,0	4	BUP, Bachiller, LOGSE ó superior
2009	13	Campo de Borja	65 y más	Hombre	13,0	0	Sin clasificar
2009	13	Campo de Borja	65 y más	Hombre	5,0	2	Inferior a graduado escolar o ESO
2009	13	Campo de Borja	65 y más	Hombre	10,0	3	Graduado escolar o ESO
2009	13	Campo de Borja	65 y más	Hombre	5,0	4	BUP, Bachiller, LOGSE ó superior
2009	13	Campo de Borja	65 y más	Mujer	23,0	0	Sin clasificar
2009	13	Campo de Borja	65 y más	Mujer	6,0	2	Inferior a graduado escolar o ESO
2009	13	Campo de Borja	65 y más	Mujer	20,0	3	Graduado escolar o ESO
2009	13	Campo de Borja	65 y más	Mujer	8,0	4	BUP, Bachiller, LOGSE ó superior
2009	14	Aranda	0-15	Hombre	2,0	0	Sin clasificar
2009	14	Aranda	0-15	Mujer	4,0	0	Sin clasificar
2009	14	Aranda	16-64	Hombre	2,0	0	Sin clasificar
2009	14	Aranda	16-64	Hombre	1,0	2	Inferior a graduado escolar o ESO
2009	14	Aranda	16-64	Hombre	7,0	3	Graduado escolar o ESO
2009	14	Aranda	16-64	Hombre	7,0	4	BUP, Bachiller, LOGSE ó superior
2009	14	Aranda	16-64	Mujer	5,0	0	Sin clasificar
2009	14	Aranda	16-64	Mujer	1,0	2	Inferior a graduado escolar o ESO
2009	14	Aranda	16-64	Mujer	5,0	3	Graduado escolar o ESO
2009	14	Aranda	16-64	Mujer	6,0	4	BUP, Bachiller, LOGSE ó superior
2009	14	Aranda	65 y más	Hombre	6,0	0	Sin clasificar
2009	14	Aranda	65 y más	Hombre	1,0	2	Inferior a graduado escolar o ESO
2009	14	Aranda	65 y más	Hombre	2,0	3	Graduado escolar o ESO
2009	14	Aranda	65 y más	Mujer	5,0	0	Sin clasificar
2009	14	Aranda	65 y más	Mujer	4,0	2	Inferior a graduado escolar o ESO
2009	14	Aranda	65 y más	Mujer	6,0	3	Graduado escolar o ESO
2009	14	Aranda	65 y más	Mujer	4,0	4	BUP, Bachiller, LOGSE ó superior
2009	15	Ribera Alta del Ebro	0-15	Hombre	16,0	0	Sin clasificar
2009	15	Ribera Alta del Ebro	0-15	Hombre	1,0	2	Inferior a graduado escolar o ESO
2009	15	Ribera Alta del Ebro	0-15	Mujer	6,0	0	Sin clasificar
2009	15	Ribera Alta del Ebro	16-64	Hombre	31,0	0	Sin clasificar
2009	15	Ribera Alta del Ebro	16-64	Hombre	2,0	2	Inferior a graduado escolar o ESO
2009	15	Ribera Alta del Ebro	16-64	Hombre	15,0	3	Graduado escolar o ESO
2009	15	Ribera Alta del Ebro	16-64	Hombre	25,0	4	BUP, Bachiller, LOGSE ó superior
2009	15	Ribera Alta del Ebro	16-64	Mujer	20,0	0	Sin clasificar
2009	15	Ribera Alta del Ebro	16-64	Mujer	1,0	1	No sabe leer ni escribir
2009	15	Ribera Alta del Ebro	16-64	Mujer	2,0	2	Inferior a graduado escolar o ESO
2009	15	Ribera Alta del Ebro	16-64	Mujer	13,0	3	Graduado escolar o ESO
2009	15	Ribera Alta del Ebro	16-64	Mujer	29,0	4	BUP, Bachiller, LOGSE ó superior
2009	15	Ribera Alta del Ebro	65 y más	Hombre	23,0	0	Sin clasificar
2009	15	Ribera Alta del Ebro	65 y más	Hombre	6,0	2	Inferior a graduado escolar o ESO
2009	15	Ribera Alta del Ebro	65 y más	Hombre	11,0	3	Graduado escolar o ESO
2009	15	Ribera Alta del Ebro	65 y más	Hombre	11,0	4	BUP, Bachiller, LOGSE ó superior
2009	15	Ribera Alta del Ebro	65 y más	Mujer	21,0	0	Sin clasificar
2009	15	Ribera Alta del Ebro	65 y más	Mujer	7,0	2	Inferior a graduado escolar o ESO
2009	15	Ribera Alta del Ebro	65 y más	Mujer	21,0	3	Graduado escolar o ESO
2009	15	Ribera Alta del Ebro	65 y más	Mujer	5,0	4	BUP, Bachiller, LOGSE ó superior
2009	16	Valdejalón	0-15	Hombre	14,0	0	Sin clasificar
2009	16	Valdejalón	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2009	16	Valdejalón	0-15	Hombre	1,0	3	Graduado escolar o ESO
2009	16	Valdejalón	0-15	Mujer	12,0	0	Sin clasificar
2009	16	Valdejalón	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2009	16	Valdejalón	0-15	Mujer	1,0	3	Graduado escolar o ESO
2009	16	Valdejalón	16-64	Hombre	20,0	0	Sin clasificar
2009	16	Valdejalón	16-64	Hombre	4,0	2	Inferior a graduado escolar o ESO
2009	16	Valdejalón	16-64	Hombre	12,0	3	Graduado escolar o ESO
2009	16	Valdejalón	16-64	Hombre	23,0	4	BUP, Bachiller, LOGSE ó superior
2009	16	Valdejalón	16-64	Mujer	19,0	0	Sin clasificar
2009	16	Valdejalón	16-64	Mujer	11,0	3	Graduado escolar o ESO
2009	16	Valdejalón	16-64	Mujer	32,0	4	BUP, Bachiller, LOGSE ó superior
2009	16	Valdejalón	65 y más	Hombre	17,0	0	Sin clasificar
2009	16	Valdejalón	65 y más	Hombre	5,0	2	Inferior a graduado escolar o ESO
2009	16	Valdejalón	65 y más	Hombre	13,0	3	Graduado escolar o ESO
2009	16	Valdejalón	65 y más	Hombre	7,0	4	BUP, Bachiller, LOGSE ó superior
2009	16	Valdejalón	65 y más	Mujer	23,0	0	Sin clasificar
2009	16	Valdejalón	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2009	16	Valdejalón	65 y más	Mujer	6,0	2	Inferior a graduado escolar o ESO
2009	16	Valdejalón	65 y más	Mujer	21,0	3	Graduado escolar o ESO
2009	16	Valdejalón	65 y más	Mujer	2,0	4	BUP, Bachiller, LOGSE ó superior
2009	17	D.C. Zaragoza	0-15	Hombre	976,0	0	Sin clasificar
2009	17	D.C. Zaragoza	0-15	Hombre	13,0	1	No sabe leer ni escribir
2009	17	D.C. Zaragoza	0-15	Hombre	139,0	2	Inferior a graduado escolar o ESO
2009	17	D.C. Zaragoza	0-15	Hombre	26,0	3	Graduado escolar o ESO
2009	17	D.C. Zaragoza	0-15	Hombre	5,0	4	BUP, Bachiller, LOGSE ó superior
2009	17	D.C. Zaragoza	0-15	Mujer	855,0	0	Sin clasificar
2009	17	D.C. Zaragoza	0-15	Mujer	12,0	1	No sabe leer ni escribir
2009	17	D.C. Zaragoza	0-15	Mujer	127,0	2	Inferior a graduado escolar o ESO
2009	17	D.C. Zaragoza	0-15	Mujer	23,0	3	Graduado escolar o ESO
2009	17	D.C. Zaragoza	0-15	Mujer	10,0	4	BUP, Bachiller, LOGSE ó superior
2009	17	D.C. Zaragoza	16-64	Hombre	976,0	0	Sin clasificar
2009	17	D.C. Zaragoza	16-64	Hombre	1,0	1	No sabe leer ni escribir
2009	17	D.C. Zaragoza	16-64	Hombre	135,0	2	Inferior a graduado escolar o ESO
2009	17	D.C. Zaragoza	16-64	Hombre	813,0	3	Graduado escolar o ESO
2009	17	D.C. Zaragoza	16-64	Hombre	1736,0	4	BUP, Bachiller, LOGSE ó superior
2009	17	D.C. Zaragoza	16-64	Mujer	1166,0	0	Sin clasificar
2009	17	D.C. Zaragoza	16-64	Mujer	2,0	1	No sabe leer ni escribir
2009	17	D.C. Zaragoza	16-64	Mujer	108,0	2	Inferior a graduado escolar o ESO
2009	17	D.C. Zaragoza	16-64	Mujer	931,0	3	Graduado escolar o ESO
2009	17	D.C. Zaragoza	16-64	Mujer	2044,0	4	BUP, Bachiller, LOGSE ó superior
2009	17	D.C. Zaragoza	65 y más	Hombre	438,0	0	Sin clasificar
2009	17	D.C. Zaragoza	65 y más	Hombre	94,0	2	Inferior a graduado escolar o ESO
2009	17	D.C. Zaragoza	65 y más	Hombre	294,0	3	Graduado escolar o ESO
2009	17	D.C. Zaragoza	65 y más	Hombre	202,0	4	BUP, Bachiller, LOGSE ó superior
2009	17	D.C. Zaragoza	65 y más	Mujer	570,0	0	Sin clasificar
2009	17	D.C. Zaragoza	65 y más	Mujer	131,0	2	Inferior a graduado escolar o ESO
2009	17	D.C. Zaragoza	65 y más	Mujer	408,0	3	Graduado escolar o ESO
2009	17	D.C. Zaragoza	65 y más	Mujer	221,0	4	BUP, Bachiller, LOGSE ó superior
2009	18	Ribera Baja del Ebro	0-15	Hombre	7,0	0	Sin clasificar
2009	18	Ribera Baja del Ebro	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2009	18	Ribera Baja del Ebro	0-15	Mujer	6,0	0	Sin clasificar
2009	18	Ribera Baja del Ebro	16-64	Hombre	28,0	0	Sin clasificar
2009	18	Ribera Baja del Ebro	16-64	Hombre	8,0	3	Graduado escolar o ESO
2009	18	Ribera Baja del Ebro	16-64	Hombre	25,0	4	BUP, Bachiller, LOGSE ó superior
2009	18	Ribera Baja del Ebro	16-64	Mujer	20,0	0	Sin clasificar
2009	18	Ribera Baja del Ebro	16-64	Mujer	1,0	2	Inferior a graduado escolar o ESO
2009	18	Ribera Baja del Ebro	16-64	Mujer	12,0	3	Graduado escolar o ESO
2009	18	Ribera Baja del Ebro	16-64	Mujer	13,0	4	BUP, Bachiller, LOGSE ó superior
2009	18	Ribera Baja del Ebro	65 y más	Hombre	33,0	0	Sin clasificar
2009	18	Ribera Baja del Ebro	65 y más	Hombre	5,0	2	Inferior a graduado escolar o ESO
2009	18	Ribera Baja del Ebro	65 y más	Hombre	12,0	3	Graduado escolar o ESO
2009	18	Ribera Baja del Ebro	65 y más	Hombre	8,0	4	BUP, Bachiller, LOGSE ó superior
2009	18	Ribera Baja del Ebro	65 y más	Mujer	30,0	0	Sin clasificar
2009	18	Ribera Baja del Ebro	65 y más	Mujer	11,0	2	Inferior a graduado escolar o ESO
2009	18	Ribera Baja del Ebro	65 y más	Mujer	15,0	3	Graduado escolar o ESO
2009	18	Ribera Baja del Ebro	65 y más	Mujer	6,0	4	BUP, Bachiller, LOGSE ó superior
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	7,0	0	Sin clasificar
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	1,0	2	Inferior a graduado escolar o ESO
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	1,0	3	Graduado escolar o ESO
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	8,0	0	Sin clasificar
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	1,0	1	No sabe leer ni escribir
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	2,0	2	Inferior a graduado escolar o ESO
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	1,0	3	Graduado escolar o ESO
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	18,0	0	Sin clasificar
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	9,0	2	Inferior a graduado escolar o ESO
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	14,0	3	Graduado escolar o ESO
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	15,0	4	BUP, Bachiller, LOGSE ó superior
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	12,0	0	Sin clasificar
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	3,0	2	Inferior a graduado escolar o ESO
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	16,0	3	Graduado escolar o ESO
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	16,0	4	BUP, Bachiller, LOGSE ó superior
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	26,0	0	Sin clasificar
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	9,0	2	Inferior a graduado escolar o ESO
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	4,0	3	Graduado escolar o ESO
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	4,0	4	BUP, Bachiller, LOGSE ó superior
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	31,0	0	Sin clasificar
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	6,0	2	Inferior a graduado escolar o ESO
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	13,0	3	Graduado escolar o ESO
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	6,0	4	BUP, Bachiller, LOGSE ó superior
2009	20	Comunidad de Calatayud	0-15	Hombre	35,0	0	Sin clasificar
2009	20	Comunidad de Calatayud	0-15	Hombre	1,0	1	No sabe leer ni escribir
2009	20	Comunidad de Calatayud	0-15	Hombre	4,0	2	Inferior a graduado escolar o ESO
2009	20	Comunidad de Calatayud	0-15	Mujer	43,0	0	Sin clasificar
2009	20	Comunidad de Calatayud	0-15	Mujer	1,0	1	No sabe leer ni escribir
2009	20	Comunidad de Calatayud	0-15	Mujer	4,0	2	Inferior a graduado escolar o ESO
2009	20	Comunidad de Calatayud	0-15	Mujer	1,0	3	Graduado escolar o ESO
2009	20	Comunidad de Calatayud	16-64	Hombre	65,0	0	Sin clasificar
2009	20	Comunidad de Calatayud	16-64	Hombre	10,0	2	Inferior a graduado escolar o ESO
2009	20	Comunidad de Calatayud	16-64	Hombre	46,0	3	Graduado escolar o ESO
2009	20	Comunidad de Calatayud	16-64	Hombre	73,0	4	BUP, Bachiller, LOGSE ó superior
2009	20	Comunidad de Calatayud	16-64	Mujer	61,0	0	Sin clasificar
2009	20	Comunidad de Calatayud	16-64	Mujer	6,0	2	Inferior a graduado escolar o ESO
2009	20	Comunidad de Calatayud	16-64	Mujer	41,0	3	Graduado escolar o ESO
2009	20	Comunidad de Calatayud	16-64	Mujer	70,0	4	BUP, Bachiller, LOGSE ó superior
2009	20	Comunidad de Calatayud	65 y más	Hombre	33,0	0	Sin clasificar
2009	20	Comunidad de Calatayud	65 y más	Hombre	14,0	2	Inferior a graduado escolar o ESO
2009	20	Comunidad de Calatayud	65 y más	Hombre	36,0	3	Graduado escolar o ESO
2009	20	Comunidad de Calatayud	65 y más	Hombre	16,0	4	BUP, Bachiller, LOGSE ó superior
2009	20	Comunidad de Calatayud	65 y más	Mujer	67,0	0	Sin clasificar
2009	20	Comunidad de Calatayud	65 y más	Mujer	23,0	2	Inferior a graduado escolar o ESO
2009	20	Comunidad de Calatayud	65 y más	Mujer	38,0	3	Graduado escolar o ESO
2009	20	Comunidad de Calatayud	65 y más	Mujer	20,0	4	BUP, Bachiller, LOGSE ó superior
2009	21	Campo de Cariñena	0-15	Hombre	2,0	0	Sin clasificar
2009	21	Campo de Cariñena	0-15	Hombre	1,0	1	No sabe leer ni escribir
2009	21	Campo de Cariñena	0-15	Mujer	4,0	0	Sin clasificar
2009	21	Campo de Cariñena	16-64	Hombre	6,0	0	Sin clasificar
2009	21	Campo de Cariñena	16-64	Hombre	4,0	2	Inferior a graduado escolar o ESO
2009	21	Campo de Cariñena	16-64	Hombre	9,0	3	Graduado escolar o ESO
2009	21	Campo de Cariñena	16-64	Hombre	16,0	4	BUP, Bachiller, LOGSE ó superior
2009	21	Campo de Cariñena	16-64	Mujer	12,0	0	Sin clasificar
2009	21	Campo de Cariñena	16-64	Mujer	6,0	2	Inferior a graduado escolar o ESO
2009	21	Campo de Cariñena	16-64	Mujer	8,0	3	Graduado escolar o ESO
2009	21	Campo de Cariñena	16-64	Mujer	21,0	4	BUP, Bachiller, LOGSE ó superior
2009	21	Campo de Cariñena	65 y más	Hombre	19,0	0	Sin clasificar
2009	21	Campo de Cariñena	65 y más	Hombre	3,0	2	Inferior a graduado escolar o ESO
2009	21	Campo de Cariñena	65 y más	Hombre	6,0	3	Graduado escolar o ESO
2009	21	Campo de Cariñena	65 y más	Hombre	5,0	4	BUP, Bachiller, LOGSE ó superior
2009	21	Campo de Cariñena	65 y más	Mujer	20,0	0	Sin clasificar
2009	21	Campo de Cariñena	65 y más	Mujer	6,0	2	Inferior a graduado escolar o ESO
2009	21	Campo de Cariñena	65 y más	Mujer	13,0	3	Graduado escolar o ESO
2009	21	Campo de Cariñena	65 y más	Mujer	3,0	4	BUP, Bachiller, LOGSE ó superior
2009	22	Campo de Belchite	0-15	Hombre	6,0	0	Sin clasificar
2009	22	Campo de Belchite	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2009	22	Campo de Belchite	0-15	Hombre	1,0	3	Graduado escolar o ESO
2009	22	Campo de Belchite	0-15	Mujer	3,0	0	Sin clasificar
2009	22	Campo de Belchite	0-15	Mujer	2,0	2	Inferior a graduado escolar o ESO
2009	22	Campo de Belchite	16-64	Hombre	8,0	0	Sin clasificar
2009	22	Campo de Belchite	16-64	Hombre	1,0	2	Inferior a graduado escolar o ESO
2009	22	Campo de Belchite	16-64	Hombre	10,0	3	Graduado escolar o ESO
2009	22	Campo de Belchite	16-64	Hombre	10,0	4	BUP, Bachiller, LOGSE ó superior
2009	22	Campo de Belchite	16-64	Mujer	12,0	0	Sin clasificar
2009	22	Campo de Belchite	16-64	Mujer	2,0	2	Inferior a graduado escolar o ESO
2009	22	Campo de Belchite	16-64	Mujer	14,0	3	Graduado escolar o ESO
2009	22	Campo de Belchite	16-64	Mujer	23,0	4	BUP, Bachiller, LOGSE ó superior
2009	22	Campo de Belchite	65 y más	Hombre	23,0	0	Sin clasificar
2009	22	Campo de Belchite	65 y más	Hombre	10,0	2	Inferior a graduado escolar o ESO
2009	22	Campo de Belchite	65 y más	Hombre	13,0	3	Graduado escolar o ESO
2009	22	Campo de Belchite	65 y más	Hombre	5,0	4	BUP, Bachiller, LOGSE ó superior
2009	22	Campo de Belchite	65 y más	Mujer	21,0	0	Sin clasificar
2009	22	Campo de Belchite	65 y más	Mujer	3,0	2	Inferior a graduado escolar o ESO
2009	22	Campo de Belchite	65 y más	Mujer	15,0	3	Graduado escolar o ESO
2009	22	Campo de Belchite	65 y más	Mujer	3,0	4	BUP, Bachiller, LOGSE ó superior
2009	23	Bajo Martín	0-15	Hombre	2,0	0	Sin clasificar
2009	23	Bajo Martín	0-15	Mujer	5,0	0	Sin clasificar
2009	23	Bajo Martín	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2009	23	Bajo Martín	0-15	Mujer	1,0	3	Graduado escolar o ESO
2009	23	Bajo Martín	16-64	Hombre	9,0	0	Sin clasificar
2009	23	Bajo Martín	16-64	Hombre	1,0	2	Inferior a graduado escolar o ESO
2009	23	Bajo Martín	16-64	Hombre	12,0	3	Graduado escolar o ESO
2009	23	Bajo Martín	16-64	Hombre	5,0	4	BUP, Bachiller, LOGSE ó superior
2009	23	Bajo Martín	16-64	Mujer	8,0	0	Sin clasificar
2009	23	Bajo Martín	16-64	Mujer	3,0	2	Inferior a graduado escolar o ESO
2009	23	Bajo Martín	16-64	Mujer	8,0	3	Graduado escolar o ESO
2009	23	Bajo Martín	16-64	Mujer	10,0	4	BUP, Bachiller, LOGSE ó superior
2009	23	Bajo Martín	65 y más	Hombre	24,0	0	Sin clasificar
2009	23	Bajo Martín	65 y más	Hombre	6,0	2	Inferior a graduado escolar o ESO
2009	23	Bajo Martín	65 y más	Hombre	10,0	3	Graduado escolar o ESO
2009	23	Bajo Martín	65 y más	Hombre	3,0	4	BUP, Bachiller, LOGSE ó superior
2009	23	Bajo Martín	65 y más	Mujer	16,0	0	Sin clasificar
2009	23	Bajo Martín	65 y más	Mujer	11,0	2	Inferior a graduado escolar o ESO
2009	23	Bajo Martín	65 y más	Mujer	9,0	3	Graduado escolar o ESO
2009	23	Bajo Martín	65 y más	Mujer	3,0	4	BUP, Bachiller, LOGSE ó superior
2009	24	Campo de Daroca	0-15	Hombre	8,0	0	Sin clasificar
2009	24	Campo de Daroca	0-15	Mujer	2,0	0	Sin clasificar
2009	24	Campo de Daroca	16-64	Hombre	14,0	0	Sin clasificar
2009	24	Campo de Daroca	16-64	Hombre	2,0	2	Inferior a graduado escolar o ESO
2009	24	Campo de Daroca	16-64	Hombre	12,0	3	Graduado escolar o ESO
2009	24	Campo de Daroca	16-64	Hombre	8,0	4	BUP, Bachiller, LOGSE ó superior
2009	24	Campo de Daroca	16-64	Mujer	21,0	0	Sin clasificar
2009	24	Campo de Daroca	16-64	Mujer	1,0	2	Inferior a graduado escolar o ESO
2009	24	Campo de Daroca	16-64	Mujer	10,0	3	Graduado escolar o ESO
2009	24	Campo de Daroca	16-64	Mujer	14,0	4	BUP, Bachiller, LOGSE ó superior
2009	24	Campo de Daroca	65 y más	Hombre	19,0	0	Sin clasificar
2009	24	Campo de Daroca	65 y más	Hombre	3,0	2	Inferior a graduado escolar o ESO
2009	24	Campo de Daroca	65 y más	Hombre	9,0	3	Graduado escolar o ESO
2009	24	Campo de Daroca	65 y más	Hombre	3,0	4	BUP, Bachiller, LOGSE ó superior
2009	24	Campo de Daroca	65 y más	Mujer	21,0	0	Sin clasificar
2009	24	Campo de Daroca	65 y más	Mujer	3,0	2	Inferior a graduado escolar o ESO
2009	24	Campo de Daroca	65 y más	Mujer	7,0	3	Graduado escolar o ESO
2009	24	Campo de Daroca	65 y más	Mujer	1,0	4	BUP, Bachiller, LOGSE ó superior
2009	25	Jiloca	0-15	Hombre	7,0	0	Sin clasificar
2009	25	Jiloca	0-15	Hombre	1,0	1	No sabe leer ni escribir
2009	25	Jiloca	0-15	Hombre	3,0	2	Inferior a graduado escolar o ESO
2009	25	Jiloca	0-15	Mujer	7,0	0	Sin clasificar
2009	25	Jiloca	0-15	Mujer	2,0	2	Inferior a graduado escolar o ESO
2009	25	Jiloca	16-64	Hombre	27,0	0	Sin clasificar
2009	25	Jiloca	16-64	Hombre	4,0	2	Inferior a graduado escolar o ESO
2009	25	Jiloca	16-64	Hombre	9,0	3	Graduado escolar o ESO
2009	25	Jiloca	16-64	Hombre	20,0	4	BUP, Bachiller, LOGSE ó superior
2009	25	Jiloca	16-64	Mujer	23,0	0	Sin clasificar
2009	25	Jiloca	16-64	Mujer	1,0	2	Inferior a graduado escolar o ESO
2009	25	Jiloca	16-64	Mujer	14,0	3	Graduado escolar o ESO
2009	25	Jiloca	16-64	Mujer	29,0	4	BUP, Bachiller, LOGSE ó superior
2009	25	Jiloca	65 y más	Hombre	29,0	0	Sin clasificar
2009	25	Jiloca	65 y más	Hombre	1,0	1	No sabe leer ni escribir
2009	25	Jiloca	65 y más	Hombre	11,0	2	Inferior a graduado escolar o ESO
2009	25	Jiloca	65 y más	Hombre	11,0	3	Graduado escolar o ESO
2009	25	Jiloca	65 y más	Hombre	8,0	4	BUP, Bachiller, LOGSE ó superior
2009	25	Jiloca	65 y más	Mujer	22,0	0	Sin clasificar
2009	25	Jiloca	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2009	25	Jiloca	65 y más	Mujer	9,0	2	Inferior a graduado escolar o ESO
2009	25	Jiloca	65 y más	Mujer	8,0	3	Graduado escolar o ESO
2009	25	Jiloca	65 y más	Mujer	7,0	4	BUP, Bachiller, LOGSE ó superior
2009	26	Cuencas Mineras	0-15	Hombre	7,0	0	Sin clasificar
2009	26	Cuencas Mineras	0-15	Hombre	1,0	2	Inferior a graduado escolar o ESO
2009	26	Cuencas Mineras	0-15	Mujer	9,0	0	Sin clasificar
