Mes (código)	Mes y año	Municipio nombre	Municipio código	Sexo	Nacionalidad	Afiliaciones en alta
201209	Septiembre 2012	Quinto	50222	Hombres	Extranjeros no comunitarios	19
201209	Septiembre 2012	Quinto	50222	Mujeres	Extranjeros no comunitarios	9
201209	Septiembre 2012	Quinto	50222	Hombres	Extranjeros comunitarios (UE-27)	4
201209	Septiembre 2012	Quinto	50222	Mujeres	Extranjeros comunitarios (UE-27)	3
201209	Septiembre 2012	Remolinos	50223	Hombres	Españoles	159
201209	Septiembre 2012	Remolinos	50223	Mujeres	Españoles	79
201209	Septiembre 2012	Remolinos	50223	Hombres	Extranjeros comunitarios (UE-27)	22
201209	Septiembre 2012	Remolinos	50223	Mujeres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Remolinos	50223	Hombres	Extranjeros no comunitarios	7
201209	Septiembre 2012	Remolinos	50223	Mujeres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Remolinos	50223	Hombres	Extranjeros comunitarios (UE-27)	3
201209	Septiembre 2012	Retascón	50224	Hombres	Españoles	10
201209	Septiembre 2012	Retascón	50224	Mujeres	Españoles	1
201209	Septiembre 2012	Ricla	50225	Hombres	Españoles	380
201209	Septiembre 2012	Ricla	50225	Mujeres	Españoles	187
201209	Septiembre 2012	Ricla	50225	Mujeres		1
201209	Septiembre 2012	Ricla	50225	Hombres	Extranjeros comunitarios (UE-27)	352
201209	Septiembre 2012	Ricla	50225	Mujeres	Extranjeros comunitarios (UE-27)	326
201209	Septiembre 2012	Ricla	50225	Hombres	Extranjeros no comunitarios	100
201209	Septiembre 2012	Ricla	50225	Mujeres	Extranjeros no comunitarios	18
201209	Septiembre 2012	Ricla	50225	Hombres	Extranjeros comunitarios (UE-27)	6
201209	Septiembre 2012	Ricla	50225	Mujeres	Extranjeros comunitarios (UE-27)	10
201209	Septiembre 2012	Rillo	44195	Hombres	Españoles	12
201209	Septiembre 2012	Rillo	44195	Mujeres	Españoles	8
201209	Septiembre 2012	Rillo	44195	Mujeres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Rillo	44195	Mujeres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Riodeva	44196	Hombres	Españoles	17
201209	Septiembre 2012	Riodeva	44196	Mujeres	Españoles	4
201209	Septiembre 2012	Riodeva	44196	Hombres	Extranjeros no comunitarios	3
201209	Septiembre 2012	Riodeva	44196	Hombres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Robres	22197	Hombres	Españoles	94
201209	Septiembre 2012	Robres	22197	Mujeres	Españoles	25
201209	Septiembre 2012	Robres	22197	Hombres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Robres	22197	Mujeres	Extranjeros comunitarios (UE-27)	4
201209	Septiembre 2012	Robres	22197	Hombres	Extranjeros no comunitarios	11
201209	Septiembre 2012	Romanos	50227	Hombres	Españoles	30
201209	Septiembre 2012	Romanos	50227	Mujeres	Españoles	5
201209	Septiembre 2012	Romanos	50227	Mujeres	Extranjeros comunitarios (UE-27)	2
201209	Septiembre 2012	Romanos	50227	Hombres	Extranjeros no comunitarios	5
201209	Septiembre 2012	Romanos	50227	Mujeres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Royuela	44198	Hombres	Españoles	38
201209	Septiembre 2012	Royuela	44198	Mujeres	Españoles	8
201209	Septiembre 2012	Royuela	44198	Hombres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Royuela	44198	Mujeres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Rubiales	44199	Hombres	Españoles	2
201209	Septiembre 2012	Rubiales	44199	Mujeres	Españoles	2
201209	Septiembre 2012	Rubiales	44199	Hombres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Rubielos de la Cérida	44200	Hombres	Españoles	7
201209	Septiembre 2012	Rubielos de Mora	44201	Hombres	Españoles	124
201209	Septiembre 2012	Rubielos de Mora	44201	Mujeres	Españoles	82
201209	Septiembre 2012	Rubielos de Mora	44201	Hombres	Extranjeros comunitarios (UE-27)	16
201209	Septiembre 2012	Rubielos de Mora	44201	Mujeres	Extranjeros comunitarios (UE-27)	16
201209	Septiembre 2012	Rubielos de Mora	44201	Hombres	Extranjeros no comunitarios	11
201209	Septiembre 2012	Rubielos de Mora	44201	Mujeres	Extranjeros no comunitarios	7
201209	Septiembre 2012	Rubielos de Mora	44201	Mujeres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Rubielos de Mora	44201	Hombres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Rueda de Jalón	50228	Hombres	Españoles	54
201209	Septiembre 2012	Rueda de Jalón	50228	Mujeres	Españoles	18
201209	Septiembre 2012	Rueda de Jalón	50228	Hombres	Extranjeros comunitarios (UE-27)	13
201209	Septiembre 2012	Rueda de Jalón	50228	Mujeres	Extranjeros comunitarios (UE-27)	2
201209	Septiembre 2012	Rueda de Jalón	50228	Hombres	Extranjeros no comunitarios	4
201209	Septiembre 2012	Rueda de Jalón	50228	Mujeres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Ruesca	50229	Hombres	Españoles	12
201209	Septiembre 2012	Ruesca	50229	Mujeres	Españoles	3
201209	Septiembre 2012	Ruesca	50229	Hombres	Extranjeros comunitarios (UE-27)	6
201209	Septiembre 2012	Ráfales	44194	Hombres	Españoles	19
201209	Septiembre 2012	Ráfales	44194	Mujeres	Españoles	19
201209	Septiembre 2012	Ráfales	44194	Hombres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Ráfales	44194	Hombres	Extranjeros no comunitarios	5
201209	Septiembre 2012	Ráfales	44194	Mujeres	Extranjeros no comunitarios	2
201209	Septiembre 2012	Ródenas	44197	Hombres	Españoles	9
201209	Septiembre 2012	Ródenas	44197	Mujeres	Españoles	4
201209	Septiembre 2012	Ródenas	44197	Hombres	Extranjeros no comunitarios	4
201209	Septiembre 2012	Ródenas	44197	Hombres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Sabiñánigo	22199	Hombres	Españoles	1678
201209	Septiembre 2012	Sabiñánigo	22199	Mujeres	Españoles	1027
201209	Septiembre 2012	Sabiñánigo	22199	Hombres	Extranjeros comunitarios (UE-27)	82
201209	Septiembre 2012	Sabiñánigo	22199	Mujeres	Extranjeros comunitarios (UE-27)	62
201209	Septiembre 2012	Sabiñánigo	22199	Hombres	Extranjeros no comunitarios	61
201209	Septiembre 2012	Sabiñánigo	22199	Mujeres	Extranjeros no comunitarios	38
201209	Septiembre 2012	Sabiñánigo	22199	Hombres	Extranjeros comunitarios (UE-27)	29
201209	Septiembre 2012	Sabiñánigo	22199	Mujeres	Extranjeros comunitarios (UE-27)	12
201209	Septiembre 2012	Sabiñánigo	22199	Hombres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Sahún	22200	Hombres	Españoles	73
201209	Septiembre 2012	Sahún	22200	Mujeres	Españoles	33
201209	Septiembre 2012	Sahún	22200	Hombres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Sahún	22200	Mujeres	Extranjeros comunitarios (UE-27)	2
201209	Septiembre 2012	Sahún	22200	Hombres	Extranjeros no comunitarios	3
201209	Septiembre 2012	Sahún	22200	Mujeres	Extranjeros no comunitarios	3
201209	Septiembre 2012	Salas Altas	22201	Hombres	Españoles	33
201209	Septiembre 2012	Salas Altas	22201	Mujeres	Españoles	13
201209	Septiembre 2012	Salas Altas	22201	Hombres	Extranjeros comunitarios (UE-27)	6
201209	Septiembre 2012	Salas Altas	22201	Hombres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Salas Altas	22201	Mujeres	Extranjeros no comunitarios	7
201209	Septiembre 2012	Salas Bajas	22202	Hombres	Españoles	60
201209	Septiembre 2012	Salas Bajas	22202	Mujeres	Españoles	29
201209	Septiembre 2012	Salas Bajas	22202	Hombres	Extranjeros no comunitarios	16
201209	Septiembre 2012	Salas Bajas	22202	Mujeres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Salas Bajas	22202	Hombres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Salillas	22203	Hombres	Españoles	18
201209	Septiembre 2012	Salillas	22203	Mujeres	Españoles	3
201209	Septiembre 2012	Salillas	22203	Hombres	Extranjeros comunitarios (UE-27)	3
201209	Septiembre 2012	Salillas	22203	Mujeres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Salillas	22203	Hombres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Salillas	22203	Mujeres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Salillas de Jalón	50231	Hombres	Españoles	26
201209	Septiembre 2012	Salillas de Jalón	50231	Mujeres	Españoles	14
201209	Septiembre 2012	Salillas de Jalón	50231	Hombres	Extranjeros comunitarios (UE-27)	4
201209	Septiembre 2012	Salillas de Jalón	50231	Mujeres	Extranjeros comunitarios (UE-27)	6
201209	Septiembre 2012	Salillas de Jalón	50231	Hombres	Extranjeros no comunitarios	4
201209	Septiembre 2012	Salillas de Jalón	50231	Mujeres	Extranjeros no comunitarios	2
201209	Septiembre 2012	Sallent de Gállego	22204	Hombres	Españoles	294
201209	Septiembre 2012	Sallent de Gállego	22204	Mujeres	Españoles	201
201209	Septiembre 2012	Sallent de Gállego	22204	Hombres	Extranjeros comunitarios (UE-27)	10
201209	Septiembre 2012	Sallent de Gállego	22204	Mujeres	Extranjeros comunitarios (UE-27)	10
201209	Septiembre 2012	Sallent de Gállego	22204	Hombres	Extranjeros no comunitarios	20
201209	Septiembre 2012	Sallent de Gállego	22204	Mujeres	Extranjeros no comunitarios	14
201209	Septiembre 2012	Sallent de Gállego	22204	Hombres	Extranjeros comunitarios (UE-27)	7
201209	Septiembre 2012	Sallent de Gállego	22204	Mujeres	Extranjeros comunitarios (UE-27)	4
201209	Septiembre 2012	Sallent de Gállego	22204	Hombres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Salvatierra de Esca	50232	Hombres	Españoles	31
201209	Septiembre 2012	Salvatierra de Esca	50232	Mujeres	Españoles	12
201209	Septiembre 2012	Samper de Calanda	44205	Hombres	Españoles	94
201209	Septiembre 2012	Samper de Calanda	44205	Mujeres	Españoles	44
201209	Septiembre 2012	Samper de Calanda	44205	Hombres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Samper de Calanda	44205	Mujeres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Samper de Calanda	44205	Hombres	Extranjeros no comunitarios	18
201209	Septiembre 2012	Samper de Calanda	44205	Hombres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Samper del Salz	50233	Hombres	Españoles	7
201209	Septiembre 2012	Samper del Salz	50233	Mujeres	Españoles	1
201209	Septiembre 2012	Samper del Salz	50233	Hombres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Samper del Salz	50233	Mujeres	Extranjeros no comunitarios	1
201209	Septiembre 2012	San Agustín	44206	Hombres	Españoles	17
201209	Septiembre 2012	San Agustín	44206	Mujeres	Españoles	7
201209	Septiembre 2012	San Agustín	44206	Hombres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	San Agustín	44206	Hombres	Extranjeros no comunitarios	1
201209	Septiembre 2012	San Esteban de Litera	22205	Hombres	Españoles	63
201209	Septiembre 2012	San Esteban de Litera	22205	Mujeres	Españoles	32
201209	Septiembre 2012	San Esteban de Litera	22205	Hombres	Extranjeros comunitarios (UE-27)	7
201209	Septiembre 2012	San Esteban de Litera	22205	Mujeres	Extranjeros comunitarios (UE-27)	3
201209	Septiembre 2012	San Esteban de Litera	22205	Hombres	Extranjeros no comunitarios	3
201209	Septiembre 2012	San Juan de Plan	22207	Hombres	Españoles	33
201209	Septiembre 2012	San Juan de Plan	22207	Mujeres	Españoles	13
201209	Septiembre 2012	San Juan de Plan	22207	Hombres	Extranjeros no comunitarios	1
201209	Septiembre 2012	San Juan de Plan	22207	Mujeres	Extranjeros no comunitarios	1
201209	Septiembre 2012	San Juan de Plan	22207	Mujeres	Extranjeros no comunitarios	1
201209	Septiembre 2012	San Martín de la Virgen de Moncayo	50234	Hombres	Españoles	22
201209	Septiembre 2012	San Martín de la Virgen de Moncayo	50234	Mujeres	Españoles	15
201209	Septiembre 2012	San Martín de la Virgen de Moncayo	50234	Hombres	Extranjeros no comunitarios	1
201209	Septiembre 2012	San Martín de la Virgen de Moncayo	50234	Mujeres	Extranjeros no comunitarios	1
201209	Septiembre 2012	San Martín del Río	44207	Hombres	Españoles	14
201209	Septiembre 2012	San Martín del Río	44207	Mujeres	Españoles	3
201209	Septiembre 2012	San Martín del Río	44207	Hombres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	San Martín del Río	44207	Mujeres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	San Mateo de Gállego	50235	Hombres	Españoles	499
201209	Septiembre 2012	San Mateo de Gállego	50235	Mujeres	Españoles	270
201209	Septiembre 2012	San Mateo de Gállego	50235	Hombres	Extranjeros comunitarios (UE-27)	22
201209	Septiembre 2012	San Mateo de Gállego	50235	Mujeres	Extranjeros comunitarios (UE-27)	15
201209	Septiembre 2012	San Mateo de Gállego	50235	Hombres	Extranjeros no comunitarios	35
201209	Septiembre 2012	San Mateo de Gállego	50235	Mujeres	Extranjeros no comunitarios	21
201209	Septiembre 2012	San Mateo de Gállego	50235	Hombres	Extranjeros comunitarios (UE-27)	6
201209	Septiembre 2012	San Mateo de Gállego	50235	Mujeres	Extranjeros comunitarios (UE-27)	11
201209	Septiembre 2012	San Mateo de Gállego	50235	Hombres	Extranjeros no comunitarios	1
201209	Septiembre 2012	San Miguel del Cinca	22903	Hombres	Españoles	154
201209	Septiembre 2012	San Miguel del Cinca	22903	Mujeres	Españoles	55
201209	Septiembre 2012	San Miguel del Cinca	22903	Hombres	Extranjeros comunitarios (UE-27)	12
201209	Septiembre 2012	San Miguel del Cinca	22903	Mujeres	Extranjeros comunitarios (UE-27)	15
201209	Septiembre 2012	San Miguel del Cinca	22903	Hombres	Extranjeros no comunitarios	20
201209	Septiembre 2012	San Miguel del Cinca	22903	Mujeres	Extranjeros no comunitarios	5
201209	Septiembre 2012	San Miguel del Cinca	22903	Hombres	Extranjeros comunitarios (UE-27)	3
201209	Septiembre 2012	San Miguel del Cinca	22903	Mujeres	Extranjeros comunitarios (UE-27)	25
201209	Septiembre 2012	Sangarrén	22206	Hombres	Españoles	20
201209	Septiembre 2012	Sangarrén	22206	Mujeres	Españoles	9
201209	Septiembre 2012	Sangarrén	22206	Hombres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Sangarrén	22206	Hombres	Extranjeros no comunitarios	5
201209	Septiembre 2012	Sangarrén	22206	Mujeres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Santa Cilia	22208	Hombres	Españoles	33
201209	Septiembre 2012	Santa Cilia	22208	Mujeres	Españoles	15
201209	Septiembre 2012	Santa Cilia	22208	Hombres	Extranjeros comunitarios (UE-27)	2
201209	Septiembre 2012	Santa Cilia	22208	Hombres	Extranjeros no comunitarios	4
201209	Septiembre 2012	Santa Cruz de Grío	50236	Hombres	Españoles	14
201209	Septiembre 2012	Santa Cruz de Grío	50236	Mujeres	Españoles	4
201209	Septiembre 2012	Santa Cruz de Grío	50236	Hombres	Extranjeros comunitarios (UE-27)	2
201209	Septiembre 2012	Santa Cruz de Grío	50236	Mujeres	Extranjeros comunitarios (UE-27)	3
201209	Septiembre 2012	Santa Cruz de Grío	50236	Hombres	Extranjeros no comunitarios	2
201209	Septiembre 2012	Santa Cruz de la Serós	22209	Hombres	Españoles	27
201209	Septiembre 2012	Santa Cruz de la Serós	22209	Mujeres	Españoles	10
201209	Septiembre 2012	Santa Cruz de la Serós	22209	Hombres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Santa Cruz de la Serós	22209	Mujeres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Santa Cruz de la Serós	22209	Mujeres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Santa Cruz de Moncayo	50237	Hombres	Españoles	11
201209	Septiembre 2012	Santa Cruz de Moncayo	50237	Mujeres	Españoles	5
201209	Septiembre 2012	Santa Cruz de Nogueras	44208	Mujeres	Españoles	1
201209	Septiembre 2012	Santa Cruz de Nogueras	44208	Mujeres	Extranjeros comunitarios (UE-27)	2
201209	Septiembre 2012	Santa Eulalia	44209	Hombres	Españoles	178
201209	Septiembre 2012	Santa Eulalia	44209	Mujeres	Españoles	96
201209	Septiembre 2012	Santa Eulalia	44209	Hombres	Extranjeros comunitarios (UE-27)	8
201209	Septiembre 2012	Santa Eulalia	44209	Mujeres	Extranjeros comunitarios (UE-27)	7
201209	Septiembre 2012	Santa Eulalia	44209	Hombres	Extranjeros no comunitarios	29
201209	Septiembre 2012	Santa Eulalia	44209	Mujeres	Extranjeros no comunitarios	12
201209	Septiembre 2012	Santa Eulalia	44209	Hombres	Extranjeros comunitarios (UE-27)	3
201209	Septiembre 2012	Santa Eulalia de Gállego	50238	Hombres	Españoles	7
201209	Septiembre 2012	Santa Eulalia de Gállego	50238	Mujeres	Españoles	5
201209	Septiembre 2012	Santa Eulalia de Gállego	50238	Hombres	Extranjeros comunitarios (UE-27)	1
201209	Septiembre 2012	Santa Eulalia de Gállego	50238	Hombres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Santa Eulalia de Gállego	50238	Mujeres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Santa Eulalia de Gállego	50238	Hombres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Santa María de Dulcis	22906	Hombres	Españoles	25
201209	Septiembre 2012	Santa María de Dulcis	22906	Mujeres	Españoles	6
201209	Septiembre 2012	Santa María de Dulcis	22906	Mujeres	Extranjeros comunitarios (UE-27)	4
201209	Septiembre 2012	Santaliestra y San Quílez	22212	Hombres	Españoles	8
201209	Septiembre 2012	Santaliestra y San Quílez	22212	Mujeres	Españoles	3
201209	Septiembre 2012	Santaliestra y San Quílez	22212	Hombres	Extranjeros comunitarios (UE-27)	2
201209	Septiembre 2012	Santaliestra y San Quílez	22212	Mujeres	Extranjeros comunitarios (UE-27)	2
201209	Septiembre 2012	Santaliestra y San Quílez	22212	Hombres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Santed	50239	Hombres	Españoles	5
201209	Septiembre 2012	Santed	50239	Mujeres	Españoles	4
201209	Septiembre 2012	Sariñena	22213	Hombres	Españoles	787
201209	Septiembre 2012	Sariñena	22213	Mujeres	Españoles	458
201209	Septiembre 2012	Sariñena	22213	Hombres	Extranjeros comunitarios (UE-27)	81
201209	Septiembre 2012	Sariñena	22213	Mujeres	Extranjeros comunitarios (UE-27)	55
201209	Septiembre 2012	Sariñena	22213	Hombres	Extranjeros no comunitarios	100
201209	Septiembre 2012	Sariñena	22213	Mujeres	Extranjeros no comunitarios	11
201209	Septiembre 2012	Sariñena	22213	Hombres	Extranjeros comunitarios (UE-27)	7
201209	Septiembre 2012	Sariñena	22213	Mujeres	Extranjeros comunitarios (UE-27)	8
201209	Septiembre 2012	Sariñena	22213	Hombres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Sariñena	22213	Mujeres	Extranjeros no comunitarios	1
201209	Septiembre 2012	Sarrión	44210	Hombres	Españoles	173
201209	Septiembre 2012	Sarrión	44210	Mujeres	Españoles	97
201209	Septiembre 2012	Sarrión	44210	Hombres	Extranjeros comunitarios (UE-27)	11
201209	Septiembre 2012	Sarrión	44210	Mujeres	Extranjeros comunitarios (UE-27)	7
201209	Septiembre 2012	Sarrión	44210	Hombres	Extranjeros no comunitarios	68
201209	Septiembre 2012	Sarrión	44210	Mujeres	Extranjeros no comunitarios	9
201209	Septiembre 2012	Saviñán	50241	Hombres	Españoles	72
201209	Septiembre 2012	Saviñán	50241	Mujeres	Españoles	37
201209	Septiembre 2012	Saviñán	50241	Hombres	Extranjeros comunitarios (UE-27)	20
201209	Septiembre 2012	Saviñán	50241	Mujeres	Extranjeros comunitarios (UE-27)	10
