Año	Municipio código	Municipio nombre	Tipo licencias código	Tipo licencias descripción	Autorizaciones según tipo
2019	50235	San Mateo de Gállego	MPCE-N	transporte mercancías propias nacional autorizado por empresa	3
2019	50235	San Mateo de Gállego	OT	Operador de transporte	0
2019	50235	San Mateo de Gállego	VD	Transporte público viajeros en autobús	0
2019	50235	San Mateo de Gállego	VD-N	Transporte de viajeros nacionales servicio público	0
2019	50235	San Mateo de Gállego	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2019	50235	San Mateo de Gállego	VPC-N	Transporte privado de viajeros nacional	0
2019	50235	San Mateo de Gállego	VS-N	Ambulancias nacionales servicio público	0
2019	50235	San Mateo de Gállego	VSE-N	Transporte público ambulancias nacional empresa	0
2019	50235	San Mateo de Gállego	VSPC-N	Transporte privado ambulancias nacional	0
2019	50235	San Mateo de Gállego	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2019	50235	San Mateo de Gállego	VT-N	Licencias taxi	3
2019	50235	San Mateo de Gállego	VTC-N	Transporte de alquiler con conductor nacional	0
2019	50235	San Mateo de Gállego	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2019	50236	Santa Cruz de Grío	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2019	50236	Santa Cruz de Grío	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2019	50236	Santa Cruz de Grío	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2019	50236	Santa Cruz de Grío	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2019	50236	Santa Cruz de Grío	MPC-N	Transporte mercancías propias nacional	0
2019	50236	Santa Cruz de Grío	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2019	50236	Santa Cruz de Grío	OT	Operador de transporte	0
2019	50236	Santa Cruz de Grío	VD	Transporte público viajeros en autobús	0
2019	50236	Santa Cruz de Grío	VD-N	Transporte de viajeros nacionales servicio público	0
2019	50236	Santa Cruz de Grío	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2019	50236	Santa Cruz de Grío	VPC-N	Transporte privado de viajeros nacional	0
2019	50236	Santa Cruz de Grío	VS-N	Ambulancias nacionales servicio público	0
2019	50236	Santa Cruz de Grío	VSE-N	Transporte público ambulancias nacional empresa	0
2019	50236	Santa Cruz de Grío	VSPC-N	Transporte privado ambulancias nacional	0
2019	50236	Santa Cruz de Grío	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2019	50236	Santa Cruz de Grío	VT-N	Licencias taxi	0
2019	50236	Santa Cruz de Grío	VTC-N	Transporte de alquiler con conductor nacional	0
2019	50236	Santa Cruz de Grío	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2019	50237	Santa Cruz de Moncayo	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2019	50237	Santa Cruz de Moncayo	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2019	50237	Santa Cruz de Moncayo	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2019	50237	Santa Cruz de Moncayo	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2019	50237	Santa Cruz de Moncayo	MPC-N	Transporte mercancías propias nacional	3
2019	50237	Santa Cruz de Moncayo	MPCE-N	transporte mercancías propias nacional autorizado por empresa	1
2019	50237	Santa Cruz de Moncayo	OT	Operador de transporte	0
2019	50237	Santa Cruz de Moncayo	VD	Transporte público viajeros en autobús	0
2019	50237	Santa Cruz de Moncayo	VD-N	Transporte de viajeros nacionales servicio público	0
2019	50237	Santa Cruz de Moncayo	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2019	50237	Santa Cruz de Moncayo	VPC-N	Transporte privado de viajeros nacional	0
2019	50237	Santa Cruz de Moncayo	VS-N	Ambulancias nacionales servicio público	0
2019	50237	Santa Cruz de Moncayo	VSE-N	Transporte público ambulancias nacional empresa	0
2019	50237	Santa Cruz de Moncayo	VSPC-N	Transporte privado ambulancias nacional	0
2019	50237	Santa Cruz de Moncayo	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2019	50237	Santa Cruz de Moncayo	VT-N	Licencias taxi	0
2019	50237	Santa Cruz de Moncayo	VTC-N	Transporte de alquiler con conductor nacional	0
2019	50237	Santa Cruz de Moncayo	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2019	50238	Santa Eulalia de Gállego	MDL-N	Transporte mercancías ligeras nacionales servicio público	1
2019	50238	Santa Eulalia de Gállego	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	1
2019	50238	Santa Eulalia de Gállego	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2019	50238	Santa Eulalia de Gállego	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2019	50238	Santa Eulalia de Gállego	MPC-N	Transporte mercancías propias nacional	0
2019	50238	Santa Eulalia de Gállego	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2019	50238	Santa Eulalia de Gállego	OT	Operador de transporte	0
2019	50238	Santa Eulalia de Gállego	VD	Transporte público viajeros en autobús	0
2019	50238	Santa Eulalia de Gállego	VD-N	Transporte de viajeros nacionales servicio público	0
2019	50238	Santa Eulalia de Gállego	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2019	50238	Santa Eulalia de Gállego	VPC-N	Transporte privado de viajeros nacional	0
2019	50238	Santa Eulalia de Gállego	VS-N	Ambulancias nacionales servicio público	0
2019	50238	Santa Eulalia de Gállego	VSE-N	Transporte público ambulancias nacional empresa	0
2019	50238	Santa Eulalia de Gállego	VSPC-N	Transporte privado ambulancias nacional	0
2019	50238	Santa Eulalia de Gállego	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2019	50238	Santa Eulalia de Gállego	VT-N	Licencias taxi	0
2019	50238	Santa Eulalia de Gállego	VTC-N	Transporte de alquiler con conductor nacional	0
2019	50238	Santa Eulalia de Gállego	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2019	50239	Santed	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2019	50239	Santed	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2019	50239	Santed	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2019	50239	Santed	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2019	50239	Santed	MPC-N	Transporte mercancías propias nacional	1
2019	50239	Santed	MPCE-N	transporte mercancías propias nacional autorizado por empresa	1
2019	50239	Santed	OT	Operador de transporte	0
2019	50239	Santed	VD	Transporte público viajeros en autobús	0
2019	50239	Santed	VD-N	Transporte de viajeros nacionales servicio público	0
2019	50239	Santed	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2019	50239	Santed	VPC-N	Transporte privado de viajeros nacional	0
2019	50239	Santed	VS-N	Ambulancias nacionales servicio público	0
2019	50239	Santed	VSE-N	Transporte público ambulancias nacional empresa	0
2019	50239	Santed	VSPC-N	Transporte privado ambulancias nacional	0
2019	50239	Santed	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2019	50239	Santed	VT-N	Licencias taxi	0
2019	50239	Santed	VTC-N	Transporte de alquiler con conductor nacional	0
2019	50239	Santed	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2019	50240	Sástago	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2019	50240	Sástago	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2019	50240	Sástago	MDP-N	Transporte mercancías pesadas nacionales servicio público	26
2019	50240	Sástago	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	4
2019	50240	Sástago	MPC-N	Transporte mercancías propias nacional	4
2019	50240	Sástago	MPCE-N	transporte mercancías propias nacional autorizado por empresa	3
2019	50240	Sástago	OT	Operador de transporte	1
2019	50240	Sástago	VD	Transporte público viajeros en autobús	0
2019	50240	Sástago	VD-N	Transporte de viajeros nacionales servicio público	0
2019	50240	Sástago	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2019	50240	Sástago	VPC-N	Transporte privado de viajeros nacional	0
2019	50240	Sástago	VS-N	Ambulancias nacionales servicio público	0
2019	50240	Sástago	VSE-N	Transporte público ambulancias nacional empresa	0
2019	50240	Sástago	VSPC-N	Transporte privado ambulancias nacional	0
2019	50240	Sástago	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2019	50240	Sástago	VT-N	Licencias taxi	0
2019	50240	Sástago	VTC-N	Transporte de alquiler con conductor nacional	0
2019	50240	Sástago	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2019	50241	Saviñán	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2019	50241	Saviñán	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2019	50241	Saviñán	MDP-N	Transporte mercancías pesadas nacionales servicio público	3
2019	50241	Saviñán	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	3
2019	50241	Saviñán	MPC-N	Transporte mercancías propias nacional	1
2019	50241	Saviñán	MPCE-N	transporte mercancías propias nacional autorizado por empresa	1
2019	50241	Saviñán	OT	Operador de transporte	0
2019	50241	Saviñán	VD	Transporte público viajeros en autobús	0
2019	50241	Saviñán	VD-N	Transporte de viajeros nacionales servicio público	0
2019	50241	Saviñán	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2019	50241	Saviñán	VPC-N	Transporte privado de viajeros nacional	0
2019	50241	Saviñán	VS-N	Ambulancias nacionales servicio público	0
2019	50241	Saviñán	VSE-N	Transporte público ambulancias nacional empresa	0
2019	50241	Saviñán	VSPC-N	Transporte privado ambulancias nacional	0
2019	50241	Saviñán	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2019	50241	Saviñán	VT-N	Licencias taxi	0
2019	50241	Saviñán	VTC-N	Transporte de alquiler con conductor nacional	0
2019	50241	Saviñán	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2019	50242	Sediles	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2019	50242	Sediles	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2019	50242	Sediles	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2019	50242	Sediles	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2019	50242	Sediles	MPC-N	Transporte mercancías propias nacional	0
2019	50242	Sediles	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2019	50242	Sediles	OT	Operador de transporte	0
2019	50242	Sediles	VD	Transporte público viajeros en autobús	0
2019	50242	Sediles	VD-N	Transporte de viajeros nacionales servicio público	0
2019	50242	Sediles	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2019	50242	Sediles	VPC-N	Transporte privado de viajeros nacional	0
2019	50242	Sediles	VS-N	Ambulancias nacionales servicio público	0
2019	50242	Sediles	VSE-N	Transporte público ambulancias nacional empresa	0
2019	50242	Sediles	VSPC-N	Transporte privado ambulancias nacional	0
2019	50242	Sediles	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2019	50242	Sediles	VT-N	Licencias taxi	0
2019	50242	Sediles	VTC-N	Transporte de alquiler con conductor nacional	0
2019	50242	Sediles	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2019	50243	Sestrica	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2019	50243	Sestrica	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2019	50243	Sestrica	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2019	50243	Sestrica	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2019	50243	Sestrica	MPC-N	Transporte mercancías propias nacional	0
2019	50243	Sestrica	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2019	50243	Sestrica	OT	Operador de transporte	0
2019	50243	Sestrica	VD	Transporte público viajeros en autobús	0
2019	50243	Sestrica	VD-N	Transporte de viajeros nacionales servicio público	0
2019	50243	Sestrica	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2019	50243	Sestrica	VPC-N	Transporte privado de viajeros nacional	0
2019	50243	Sestrica	VS-N	Ambulancias nacionales servicio público	0
2019	50243	Sestrica	VSE-N	Transporte público ambulancias nacional empresa	0
2019	50243	Sestrica	VSPC-N	Transporte privado ambulancias nacional	0
2019	50243	Sestrica	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2019	50243	Sestrica	VT-N	Licencias taxi	1
2019	50243	Sestrica	VTC-N	Transporte de alquiler con conductor nacional	0
2019	50243	Sestrica	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2019	50244	Sierra de Luna	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2019	50244	Sierra de Luna	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2019	50244	Sierra de Luna	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2019	50244	Sierra de Luna	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2019	50244	Sierra de Luna	MPC-N	Transporte mercancías propias nacional	0
2019	50244	Sierra de Luna	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2019	50244	Sierra de Luna	OT	Operador de transporte	0
2019	50244	Sierra de Luna	VD	Transporte público viajeros en autobús	0
2019	50244	Sierra de Luna	VD-N	Transporte de viajeros nacionales servicio público	0
2019	50244	Sierra de Luna	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2019	50244	Sierra de Luna	VPC-N	Transporte privado de viajeros nacional	0
2019	50244	Sierra de Luna	VS-N	Ambulancias nacionales servicio público	0
2019	50244	Sierra de Luna	VSE-N	Transporte público ambulancias nacional empresa	0
2019	50244	Sierra de Luna	VSPC-N	Transporte privado ambulancias nacional	0
2019	50244	Sierra de Luna	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2019	50244	Sierra de Luna	VT-N	Licencias taxi	0
2019	50244	Sierra de Luna	VTC-N	Transporte de alquiler con conductor nacional	0
2019	50244	Sierra de Luna	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2019	50245	Sigüés	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2019	50245	Sigüés	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2019	50245	Sigüés	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2019	50245	Sigüés	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2019	50245	Sigüés	MPC-N	Transporte mercancías propias nacional	0
2019	50245	Sigüés	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2019	50245	Sigüés	OT	Operador de transporte	0
2019	50245	Sigüés	VD	Transporte público viajeros en autobús	0
2019	50245	Sigüés	VD-N	Transporte de viajeros nacionales servicio público	0
2019	50245	Sigüés	VDE-N	Transporte de viajeros nacionales servicio público autorizado por empresa	0
2019	50245	Sigüés	VPC-N	Transporte privado de viajeros nacional	0
2019	50245	Sigüés	VS-N	Ambulancias nacionales servicio público	0
2019	50245	Sigüés	VSE-N	Transporte público ambulancias nacional empresa	0
