Mes y año	Comarca código	Comarca nombre	División (2 dígitos) código	División (2 dígitos) descripción	Afiliaciones en alta
Julio 2021	06	Hoya de Huesca / Plana de Uesca	33	Reparación e instalación de maquinaria y equipo	146
Julio 2021	06	Hoya de Huesca / Plana de Uesca	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	56
Julio 2021	06	Hoya de Huesca / Plana de Uesca	36	Captación, depuración y distribución de agua	231
Julio 2021	06	Hoya de Huesca / Plana de Uesca	37	Recogida y tratamiento de aguas residuales	13
Julio 2021	06	Hoya de Huesca / Plana de Uesca	38	Recogida, tratamiento y eliminación de residuos; valorización	235
Julio 2021	06	Hoya de Huesca / Plana de Uesca	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
Julio 2021	06	Hoya de Huesca / Plana de Uesca	41	Construcción de edificios	929
Julio 2021	06	Hoya de Huesca / Plana de Uesca	42	Ingeniería civil	121
Julio 2021	06	Hoya de Huesca / Plana de Uesca	43	Actividades de construcción especializada	1366
Julio 2021	06	Hoya de Huesca / Plana de Uesca	45	Venta y reparación de vehículos de motor y motocicletas	818
Julio 2021	06	Hoya de Huesca / Plana de Uesca	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	1365
Julio 2021	06	Hoya de Huesca / Plana de Uesca	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	2882
Julio 2021	06	Hoya de Huesca / Plana de Uesca	49	Transporte terrestre y por tubería	725
Julio 2021	06	Hoya de Huesca / Plana de Uesca	52	Almacenamiento y actividades anexas al transporte	122
Julio 2021	06	Hoya de Huesca / Plana de Uesca	53	Actividades postales y de correos	351
Julio 2021	06	Hoya de Huesca / Plana de Uesca	55	Servicios de alojamiento	272
Julio 2021	06	Hoya de Huesca / Plana de Uesca	56	Servicios de comidas y bebidas	1619
Julio 2021	06	Hoya de Huesca / Plana de Uesca	58	Edición	51
Julio 2021	06	Hoya de Huesca / Plana de Uesca	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	41
Julio 2021	06	Hoya de Huesca / Plana de Uesca	60	Actividades de programación y emisión de radio y televisión	51
Julio 2021	06	Hoya de Huesca / Plana de Uesca	61	Telecomunicaciones	69
Julio 2021	06	Hoya de Huesca / Plana de Uesca	62	Programación, consultoría y otras actividades relacionadas con la informática	319
Julio 2021	06	Hoya de Huesca / Plana de Uesca	63	Servicios de información	19
Julio 2021	06	Hoya de Huesca / Plana de Uesca	64	Servicios financieros, excepto seguros y fondos de pensiones	671
Julio 2021	06	Hoya de Huesca / Plana de Uesca	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	68
Julio 2021	06	Hoya de Huesca / Plana de Uesca	66	Actividades auxiliares a los servicios financieros y a los seguros	145
Julio 2021	06	Hoya de Huesca / Plana de Uesca	68	Actividades inmobiliarias	124
Julio 2021	06	Hoya de Huesca / Plana de Uesca	69	Actividades jurídicas y de contabilidad	447
Julio 2021	06	Hoya de Huesca / Plana de Uesca	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	76
Julio 2021	06	Hoya de Huesca / Plana de Uesca	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	396
Julio 2021	06	Hoya de Huesca / Plana de Uesca	72	Investigación y desarrollo	51
Julio 2021	06	Hoya de Huesca / Plana de Uesca	73	Publicidad y estudios de mercado	69
Julio 2021	06	Hoya de Huesca / Plana de Uesca	74	Otras actividades profesionales, científicas y técnicas	204
Julio 2021	06	Hoya de Huesca / Plana de Uesca	75	Actividades veterinarias	42
Julio 2021	06	Hoya de Huesca / Plana de Uesca	77	Actividades de alquiler	69
Julio 2021	06	Hoya de Huesca / Plana de Uesca	78	Actividades relacionadas con el empleo	154
Julio 2021	06	Hoya de Huesca / Plana de Uesca	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	60
Julio 2021	06	Hoya de Huesca / Plana de Uesca	80	Actividades de seguridad e investigación	193
Julio 2021	06	Hoya de Huesca / Plana de Uesca	81	Servicios a edificios y actividades de jardinería	1728
Julio 2021	06	Hoya de Huesca / Plana de Uesca	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	165
Julio 2021	06	Hoya de Huesca / Plana de Uesca	84	Administración Pública y defensa; Seguridad Social obligatoria	5512
Julio 2021	06	Hoya de Huesca / Plana de Uesca	85	Educación	1167
Julio 2021	06	Hoya de Huesca / Plana de Uesca	86	Actividades sanitarias	3443
Julio 2021	06	Hoya de Huesca / Plana de Uesca	87	Asistencia en establecimientos residenciales	1467
Julio 2021	06	Hoya de Huesca / Plana de Uesca	88	Actividades de servicios sociales sin alojamiento	677
Julio 2021	06	Hoya de Huesca / Plana de Uesca	90	Actividades de creación, artísticas y espectáculos	82
Julio 2021	06	Hoya de Huesca / Plana de Uesca	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	20
Julio 2021	06	Hoya de Huesca / Plana de Uesca	92	Actividades de juegos de azar y apuestas	61
Julio 2021	06	Hoya de Huesca / Plana de Uesca	93	Actividades deportivas, recreativas y de entretenimiento	393
Julio 2021	06	Hoya de Huesca / Plana de Uesca	94	Actividades asociativas	372
Julio 2021	06	Hoya de Huesca / Plana de Uesca	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	112
Julio 2021	06	Hoya de Huesca / Plana de Uesca	96	Otros servicios personales	457
Julio 2021	06	Hoya de Huesca / Plana de Uesca	97	Actividades de los hogares como empleadores de personal doméstico	797
Julio 2021	07	Somontano de Barbastro	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	1234
Julio 2021	07	Somontano de Barbastro	02	Silvicultura y explotación forestal	3
Julio 2021	07	Somontano de Barbastro	03	Pesca y acuicultura	15
Julio 2021	07	Somontano de Barbastro	08	Otras industrias extractivas	14
Julio 2021	07	Somontano de Barbastro	10	Industria de la alimentación	233
Julio 2021	07	Somontano de Barbastro	11	Fabricación de bebidas	189
Julio 2021	07	Somontano de Barbastro	13	Industria textil	3
Julio 2021	07	Somontano de Barbastro	14	Confección de prendas de vestir	2
Julio 2021	07	Somontano de Barbastro	15	Industria del cuero y del calzado	154
Julio 2021	07	Somontano de Barbastro	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	35
Julio 2021	07	Somontano de Barbastro	17	Industria del papel	53
Julio 2021	07	Somontano de Barbastro	18	Artes gráficas y reproducción de soportes grabados	52
Julio 2021	07	Somontano de Barbastro	20	Industria química	528
Julio 2021	07	Somontano de Barbastro	21	Fabricación de productos farmacéuticos	2
Julio 2021	07	Somontano de Barbastro	23	Fabricación de otros productos minerales no metálicos	145
Julio 2021	07	Somontano de Barbastro	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	8
Julio 2021	07	Somontano de Barbastro	25	Fabricación de productos metálicos, excepto maquinaria y equipo	128
Julio 2021	07	Somontano de Barbastro	26	Fabricación de productos informáticos, electrónicos y ópticos	15
Julio 2021	07	Somontano de Barbastro	27	Fabricación de material y equipo eléctrico	1
Julio 2021	07	Somontano de Barbastro	28	Fabricación de maquinaria y equipo n.c.o.p.	67
Julio 2021	07	Somontano de Barbastro	29	Fabricación de vehículos de motor, remolques y semirremolques	18
Julio 2021	07	Somontano de Barbastro	31	Fabricación de muebles	21
Julio 2021	07	Somontano de Barbastro	32	Otras industrias manufactureras	6
Julio 2021	07	Somontano de Barbastro	33	Reparación e instalación de maquinaria y equipo	39
Julio 2021	07	Somontano de Barbastro	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	23
Julio 2021	07	Somontano de Barbastro	36	Captación, depuración y distribución de agua	13
Julio 2021	07	Somontano de Barbastro	37	Recogida y tratamiento de aguas residuales	1
Julio 2021	07	Somontano de Barbastro	38	Recogida, tratamiento y eliminación de residuos; valorización	9
Julio 2021	07	Somontano de Barbastro	41	Construcción de edificios	220
Julio 2021	07	Somontano de Barbastro	42	Ingeniería civil	3
Julio 2021	07	Somontano de Barbastro	43	Actividades de construcción especializada	360
Julio 2021	07	Somontano de Barbastro	45	Venta y reparación de vehículos de motor y motocicletas	245
Julio 2021	07	Somontano de Barbastro	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	410
Julio 2021	07	Somontano de Barbastro	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	750
Julio 2021	07	Somontano de Barbastro	49	Transporte terrestre y por tubería	179
Julio 2021	07	Somontano de Barbastro	52	Almacenamiento y actividades anexas al transporte	3
Julio 2021	07	Somontano de Barbastro	55	Servicios de alojamiento	240
Julio 2021	07	Somontano de Barbastro	56	Servicios de comidas y bebidas	586
Julio 2021	07	Somontano de Barbastro	58	Edición	16
Julio 2021	07	Somontano de Barbastro	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	21
Julio 2021	07	Somontano de Barbastro	60	Actividades de programación y emisión de radio y televisión	3
Julio 2021	07	Somontano de Barbastro	61	Telecomunicaciones	17
Julio 2021	07	Somontano de Barbastro	62	Programación, consultoría y otras actividades relacionadas con la informática	24
Julio 2021	07	Somontano de Barbastro	63	Servicios de información	4
Julio 2021	07	Somontano de Barbastro	64	Servicios financieros, excepto seguros y fondos de pensiones	4
Julio 2021	07	Somontano de Barbastro	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	4
Julio 2021	07	Somontano de Barbastro	66	Actividades auxiliares a los servicios financieros y a los seguros	27
Julio 2021	07	Somontano de Barbastro	68	Actividades inmobiliarias	28
Julio 2021	07	Somontano de Barbastro	69	Actividades jurídicas y de contabilidad	114
Julio 2021	07	Somontano de Barbastro	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	11
Julio 2021	07	Somontano de Barbastro	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	91
Julio 2021	07	Somontano de Barbastro	72	Investigación y desarrollo	8
Julio 2021	07	Somontano de Barbastro	73	Publicidad y estudios de mercado	23
Julio 2021	07	Somontano de Barbastro	74	Otras actividades profesionales, científicas y técnicas	27
Julio 2021	07	Somontano de Barbastro	75	Actividades veterinarias	18
Julio 2021	07	Somontano de Barbastro	77	Actividades de alquiler	11
Julio 2021	07	Somontano de Barbastro	78	Actividades relacionadas con el empleo	203
Julio 2021	07	Somontano de Barbastro	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	23
Julio 2021	07	Somontano de Barbastro	81	Servicios a edificios y actividades de jardinería	198
Julio 2021	07	Somontano de Barbastro	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	217
Julio 2021	07	Somontano de Barbastro	84	Administración Pública y defensa; Seguridad Social obligatoria	365
Julio 2021	07	Somontano de Barbastro	85	Educación	187
Julio 2021	07	Somontano de Barbastro	86	Actividades sanitarias	1802
Julio 2021	07	Somontano de Barbastro	87	Asistencia en establecimientos residenciales	289
Julio 2021	07	Somontano de Barbastro	88	Actividades de servicios sociales sin alojamiento	66
Julio 2021	07	Somontano de Barbastro	90	Actividades de creación, artísticas y espectáculos	8
Julio 2021	07	Somontano de Barbastro	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	8
Julio 2021	07	Somontano de Barbastro	92	Actividades de juegos de azar y apuestas	4
Julio 2021	07	Somontano de Barbastro	93	Actividades deportivas, recreativas y de entretenimiento	152
Julio 2021	07	Somontano de Barbastro	94	Actividades asociativas	148
Julio 2021	07	Somontano de Barbastro	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	26
Julio 2021	07	Somontano de Barbastro	96	Otros servicios personales	138
Julio 2021	07	Somontano de Barbastro	97	Actividades de los hogares como empleadores de personal doméstico	235
Julio 2021	08	Cinca Medio	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	1663
Julio 2021	08	Cinca Medio	02	Silvicultura y explotación forestal	4
Julio 2021	08	Cinca Medio	03	Pesca y acuicultura	5
Julio 2021	08	Cinca Medio	08	Otras industrias extractivas	4
Julio 2021	08	Cinca Medio	10	Industria de la alimentación	330
Julio 2021	08	Cinca Medio	11	Fabricación de bebidas	1
Julio 2021	08	Cinca Medio	13	Industria textil	14
Julio 2021	08	Cinca Medio	14	Confección de prendas de vestir	29
Julio 2021	08	Cinca Medio	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	12
Julio 2021	08	Cinca Medio	17	Industria del papel	123
Julio 2021	08	Cinca Medio	18	Artes gráficas y reproducción de soportes grabados	11
Julio 2021	08	Cinca Medio	20	Industria química	399
Julio 2021	08	Cinca Medio	22	Fabricación de productos de caucho y plásticos	70
Julio 2021	08	Cinca Medio	23	Fabricación de otros productos minerales no metálicos	72
Julio 2021	08	Cinca Medio	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	385
Julio 2021	08	Cinca Medio	25	Fabricación de productos metálicos, excepto maquinaria y equipo	357
Julio 2021	08	Cinca Medio	26	Fabricación de productos informáticos, electrónicos y ópticos	54
Julio 2021	08	Cinca Medio	27	Fabricación de material y equipo eléctrico	86
Julio 2021	08	Cinca Medio	28	Fabricación de maquinaria y equipo n.c.o.p.	454
Julio 2021	08	Cinca Medio	31	Fabricación de muebles	11
Julio 2021	08	Cinca Medio	32	Otras industrias manufactureras	4
Julio 2021	08	Cinca Medio	33	Reparación e instalación de maquinaria y equipo	57
Julio 2021	08	Cinca Medio	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	27
Julio 2021	08	Cinca Medio	36	Captación, depuración y distribución de agua	16
Julio 2021	08	Cinca Medio	37	Recogida y tratamiento de aguas residuales	15
Julio 2021	08	Cinca Medio	38	Recogida, tratamiento y eliminación de residuos; valorización	72
Julio 2021	08	Cinca Medio	41	Construcción de edificios	304
Julio 2021	08	Cinca Medio	42	Ingeniería civil	7
Julio 2021	08	Cinca Medio	43	Actividades de construcción especializada	553
Julio 2021	08	Cinca Medio	45	Venta y reparación de vehículos de motor y motocicletas	182
Julio 2021	08	Cinca Medio	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	326
Julio 2021	08	Cinca Medio	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	744
Julio 2021	08	Cinca Medio	49	Transporte terrestre y por tubería	407
Julio 2021	08	Cinca Medio	52	Almacenamiento y actividades anexas al transporte	91
Julio 2021	08	Cinca Medio	53	Actividades postales y de correos	33
Julio 2021	08	Cinca Medio	55	Servicios de alojamiento	83
Julio 2021	08	Cinca Medio	56	Servicios de comidas y bebidas	347
Julio 2021	08	Cinca Medio	58	Edición	10
Julio 2021	08	Cinca Medio	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	3
Julio 2021	08	Cinca Medio	60	Actividades de programación y emisión de radio y televisión	6
Julio 2021	08	Cinca Medio	62	Programación, consultoría y otras actividades relacionadas con la informática	81
Julio 2021	08	Cinca Medio	63	Servicios de información	5
Julio 2021	08	Cinca Medio	64	Servicios financieros, excepto seguros y fondos de pensiones	2
Julio 2021	08	Cinca Medio	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	4
