Mes y año	Mes (código)	Mes nombre	Comarca código	Comarca nombre	Sección (1 letra) código	Sección (1 letra) descripción	Clasificación	Sexo	Número de contratos
Junio 2010	201006	Junio	15	Ribera Alta del Ebro	L	Actividades inmobiliarias	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	15	Ribera Alta del Ebro	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Hombres	16
Junio 2010	201006	Junio	15	Ribera Alta del Ebro	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	7
Junio 2010	201006	Junio	15	Ribera Alta del Ebro	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	323
Junio 2010	201006	Junio	15	Ribera Alta del Ebro	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	38
Junio 2010	201006	Junio	15	Ribera Alta del Ebro	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	22
Junio 2010	201006	Junio	15	Ribera Alta del Ebro	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	34
Junio 2010	201006	Junio	15	Ribera Alta del Ebro	P	Educación	CNAE - 2009	Hombres	3
Junio 2010	201006	Junio	15	Ribera Alta del Ebro	P	Educación	CNAE - 2009	Mujeres	10
Junio 2010	201006	Junio	15	Ribera Alta del Ebro	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	15	Ribera Alta del Ebro	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	63
Junio 2010	201006	Junio	15	Ribera Alta del Ebro	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	23
Junio 2010	201006	Junio	15	Ribera Alta del Ebro	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	11
Junio 2010	201006	Junio	15	Ribera Alta del Ebro	S	Otros servicios	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	16	Valdejalón	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	1268
Junio 2010	201006	Junio	16	Valdejalón	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	762
Junio 2010	201006	Junio	16	Valdejalón	B	Industrias extractivas	CNAE - 2009	Hombres	12
Junio 2010	201006	Junio	16	Valdejalón	C	Industria manufacturera	CNAE - 2009	Hombres	74
Junio 2010	201006	Junio	16	Valdejalón	C	Industria manufacturera	CNAE - 2009	Mujeres	58
Junio 2010	201006	Junio	16	Valdejalón	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Hombres	5
Junio 2010	201006	Junio	16	Valdejalón	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Mujeres	2
Junio 2010	201006	Junio	16	Valdejalón	F	Construcción	CNAE - 2009	Hombres	58
Junio 2010	201006	Junio	16	Valdejalón	F	Construcción	CNAE - 2009	Mujeres	4
Junio 2010	201006	Junio	16	Valdejalón	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	44
Junio 2010	201006	Junio	16	Valdejalón	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	109
Junio 2010	201006	Junio	16	Valdejalón	H	Transporte y almacenamiento	CNAE - 2009	Hombres	11
Junio 2010	201006	Junio	16	Valdejalón	H	Transporte y almacenamiento	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	16	Valdejalón	I	Hostelería	CNAE - 2009	Hombres	17
Junio 2010	201006	Junio	16	Valdejalón	I	Hostelería	CNAE - 2009	Mujeres	39
Junio 2010	201006	Junio	16	Valdejalón	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Hombres	2
Junio 2010	201006	Junio	16	Valdejalón	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	16	Valdejalón	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	213
Junio 2010	201006	Junio	16	Valdejalón	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	184
Junio 2010	201006	Junio	16	Valdejalón	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	8
Junio 2010	201006	Junio	16	Valdejalón	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	10
Junio 2010	201006	Junio	16	Valdejalón	P	Educación	CNAE - 2009	Hombres	4
Junio 2010	201006	Junio	16	Valdejalón	P	Educación	CNAE - 2009	Mujeres	10
Junio 2010	201006	Junio	16	Valdejalón	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	16	Valdejalón	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	11
Junio 2010	201006	Junio	16	Valdejalón	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	6
Junio 2010	201006	Junio	16	Valdejalón	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	9
Junio 2010	201006	Junio	16	Valdejalón	S	Otros servicios	CNAE - 2009	Hombres	3
Junio 2010	201006	Junio	16	Valdejalón	S	Otros servicios	CNAE - 2009	Mujeres	2
Junio 2010	201006	Junio	16	Valdejalón	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Hombres	3
Junio 2010	201006	Junio	17	Central	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	245
Junio 2010	201006	Junio	17	Central	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	90
Junio 2010	201006	Junio	17	Central	B	Industrias extractivas	CNAE - 2009	Hombres	5
Junio 2010	201006	Junio	17	Central	B	Industrias extractivas	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	17	Central	C	Industria manufacturera	CNAE - 2009	Hombres	976
Junio 2010	201006	Junio	17	Central	C	Industria manufacturera	CNAE - 2009	Mujeres	424
Junio 2010	201006	Junio	17	Central	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	17	Central	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	17	Central	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Hombres	263
Junio 2010	201006	Junio	17	Central	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Mujeres	31
Junio 2010	201006	Junio	17	Central	F	Construcción	CNAE - 2009	Hombres	1661
Junio 2010	201006	Junio	17	Central	F	Construcción	CNAE - 2009	Mujeres	72
Junio 2010	201006	Junio	17	Central	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	687
Junio 2010	201006	Junio	17	Central	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	1157
Junio 2010	201006	Junio	17	Central	H	Transporte y almacenamiento	CNAE - 2009	Hombres	492
Junio 2010	201006	Junio	17	Central	H	Transporte y almacenamiento	CNAE - 2009	Mujeres	108
Junio 2010	201006	Junio	17	Central	I	Hostelería	CNAE - 2009	Hombres	1390
Junio 2010	201006	Junio	17	Central	I	Hostelería	CNAE - 2009	Mujeres	1899
Junio 2010	201006	Junio	17	Central	J	Información y comunicaciones	CNAE - 2009	Hombres	157
Junio 2010	201006	Junio	17	Central	J	Información y comunicaciones	CNAE - 2009	Mujeres	105
Junio 2010	201006	Junio	17	Central	K	Actividades financieras y de seguros	CNAE - 2009	Hombres	39
Junio 2010	201006	Junio	17	Central	K	Actividades financieras y de seguros	CNAE - 2009	Mujeres	62
Junio 2010	201006	Junio	17	Central	L	Actividades inmobiliarias	CNAE - 2009	Hombres	29
Junio 2010	201006	Junio	17	Central	L	Actividades inmobiliarias	CNAE - 2009	Mujeres	48
Junio 2010	201006	Junio	17	Central	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Hombres	318
Junio 2010	201006	Junio	17	Central	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	531
Junio 2010	201006	Junio	17	Central	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	2505
Junio 2010	201006	Junio	17	Central	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	3067
Junio 2010	201006	Junio	17	Central	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	52
Junio 2010	201006	Junio	17	Central	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	99
Junio 2010	201006	Junio	17	Central	P	Educación	CNAE - 2009	Hombres	309
Junio 2010	201006	Junio	17	Central	P	Educación	CNAE - 2009	Mujeres	479
Junio 2010	201006	Junio	17	Central	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	168
Junio 2010	201006	Junio	17	Central	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	1062
Junio 2010	201006	Junio	17	Central	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	650
Junio 2010	201006	Junio	17	Central	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	363
Junio 2010	201006	Junio	17	Central	S	Otros servicios	CNAE - 2009	Hombres	138
Junio 2010	201006	Junio	17	Central	S	Otros servicios	CNAE - 2009	Mujeres	341
Junio 2010	201006	Junio	17	Central	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Hombres	78
Junio 2010	201006	Junio	17	Central	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Mujeres	40
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	276
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	98
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	C	Industria manufacturera	CNAE - 2009	Hombres	10
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	C	Industria manufacturera	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	F	Construcción	CNAE - 2009	Hombres	15
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	F	Construcción	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	2
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	7
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	I	Hostelería	CNAE - 2009	Hombres	5
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	I	Hostelería	CNAE - 2009	Mujeres	10
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	38
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	12
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	5
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	18
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	P	Educación	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	P	Educación	CNAE - 2009	Mujeres	2
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	4
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	7
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	18	Ribera Baja del Ebro	S	Otros servicios	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	729
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	195
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	C	Industria manufacturera	CNAE - 2009	Hombres	8
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	C	Industria manufacturera	CNAE - 2009	Mujeres	4
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	F	Construcción	CNAE - 2009	Hombres	64
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	F	Construcción	CNAE - 2009	Mujeres	2
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	74
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	127
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	H	Transporte y almacenamiento	CNAE - 2009	Hombres	5
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	I	Hostelería	CNAE - 2009	Hombres	6
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	I	Hostelería	CNAE - 2009	Mujeres	6
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	K	Actividades financieras y de seguros	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Hombres	8
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	2
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	16
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	17
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	4
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	12
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	S	Otros servicios	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	CNAE - 2009	Mujeres	2
Junio 2010	201006	Junio	20	Comunidad de Calatayud	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	359
Junio 2010	201006	Junio	20	Comunidad de Calatayud	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	143
Junio 2010	201006	Junio	20	Comunidad de Calatayud	B	Industrias extractivas	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	20	Comunidad de Calatayud	C	Industria manufacturera	CNAE - 2009	Hombres	31
Junio 2010	201006	Junio	20	Comunidad de Calatayud	C	Industria manufacturera	CNAE - 2009	Mujeres	34
Junio 2010	201006	Junio	20	Comunidad de Calatayud	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Hombres	4
Junio 2010	201006	Junio	20	Comunidad de Calatayud	F	Construcción	CNAE - 2009	Hombres	73
Junio 2010	201006	Junio	20	Comunidad de Calatayud	F	Construcción	CNAE - 2009	Mujeres	3
Junio 2010	201006	Junio	20	Comunidad de Calatayud	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	24
Junio 2010	201006	Junio	20	Comunidad de Calatayud	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	46
Junio 2010	201006	Junio	20	Comunidad de Calatayud	H	Transporte y almacenamiento	CNAE - 2009	Hombres	22
Junio 2010	201006	Junio	20	Comunidad de Calatayud	H	Transporte y almacenamiento	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	20	Comunidad de Calatayud	I	Hostelería	CNAE - 2009	Hombres	140
Junio 2010	201006	Junio	20	Comunidad de Calatayud	I	Hostelería	CNAE - 2009	Mujeres	247
Junio 2010	201006	Junio	20	Comunidad de Calatayud	J	Información y comunicaciones	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	20	Comunidad de Calatayud	J	Información y comunicaciones	CNAE - 2009	Mujeres	2
Junio 2010	201006	Junio	20	Comunidad de Calatayud	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Hombres	10
Junio 2010	201006	Junio	20	Comunidad de Calatayud	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	16
Junio 2010	201006	Junio	20	Comunidad de Calatayud	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	58
Junio 2010	201006	Junio	20	Comunidad de Calatayud	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	46
Junio 2010	201006	Junio	20	Comunidad de Calatayud	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	27
Junio 2010	201006	Junio	20	Comunidad de Calatayud	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	19
Junio 2010	201006	Junio	20	Comunidad de Calatayud	P	Educación	CNAE - 2009	Hombres	7
Junio 2010	201006	Junio	20	Comunidad de Calatayud	P	Educación	CNAE - 2009	Mujeres	11
Junio 2010	201006	Junio	20	Comunidad de Calatayud	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	2
Junio 2010	201006	Junio	20	Comunidad de Calatayud	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	22
Junio 2010	201006	Junio	20	Comunidad de Calatayud	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	6
Junio 2010	201006	Junio	20	Comunidad de Calatayud	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	6
Junio 2010	201006	Junio	20	Comunidad de Calatayud	S	Otros servicios	CNAE - 2009	Hombres	8
Junio 2010	201006	Junio	20	Comunidad de Calatayud	S	Otros servicios	CNAE - 2009	Mujeres	14
Junio 2010	201006	Junio	21	Campo de Cariñena	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	307
Junio 2010	201006	Junio	21	Campo de Cariñena	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	128
Junio 2010	201006	Junio	21	Campo de Cariñena	B	Industrias extractivas	CNAE - 2009	Hombres	4
Junio 2010	201006	Junio	21	Campo de Cariñena	C	Industria manufacturera	CNAE - 2009	Hombres	17
Junio 2010	201006	Junio	21	Campo de Cariñena	C	Industria manufacturera	CNAE - 2009	Mujeres	6
Junio 2010	201006	Junio	21	Campo de Cariñena	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	CNAE - 2009	Hombres	2
Junio 2010	201006	Junio	21	Campo de Cariñena	F	Construcción	CNAE - 2009	Hombres	16
Junio 2010	201006	Junio	21	Campo de Cariñena	F	Construcción	CNAE - 2009	Mujeres	6
Junio 2010	201006	Junio	21	Campo de Cariñena	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	5
Junio 2010	201006	Junio	21	Campo de Cariñena	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	10
Junio 2010	201006	Junio	21	Campo de Cariñena	I	Hostelería	CNAE - 2009	Hombres	2
Junio 2010	201006	Junio	21	Campo de Cariñena	I	Hostelería	CNAE - 2009	Mujeres	10
Junio 2010	201006	Junio	21	Campo de Cariñena	J	Información y comunicaciones	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	21	Campo de Cariñena	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	21	Campo de Cariñena	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	21	Campo de Cariñena	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	3
Junio 2010	201006	Junio	21	Campo de Cariñena	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	14
Junio 2010	201006	Junio	21	Campo de Cariñena	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	17
Junio 2010	201006	Junio	21	Campo de Cariñena	P	Educación	CNAE - 2009	Mujeres	2
Junio 2010	201006	Junio	21	Campo de Cariñena	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	21	Campo de Cariñena	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	6
Junio 2010	201006	Junio	21	Campo de Cariñena	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	4
Junio 2010	201006	Junio	22	Campo de Belchite	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	4
Junio 2010	201006	Junio	22	Campo de Belchite	B	Industrias extractivas	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	22	Campo de Belchite	C	Industria manufacturera	CNAE - 2009	Hombres	5
Junio 2010	201006	Junio	22	Campo de Belchite	F	Construcción	CNAE - 2009	Hombres	2
Junio 2010	201006	Junio	22	Campo de Belchite	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	22	Campo de Belchite	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	2
Junio 2010	201006	Junio	22	Campo de Belchite	H	Transporte y almacenamiento	CNAE - 2009	Hombres	4
Junio 2010	201006	Junio	22	Campo de Belchite	I	Hostelería	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	22	Campo de Belchite	I	Hostelería	CNAE - 2009	Mujeres	10
Junio 2010	201006	Junio	22	Campo de Belchite	K	Actividades financieras y de seguros	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	22	Campo de Belchite	K	Actividades financieras y de seguros	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	22	Campo de Belchite	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	22	Campo de Belchite	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	3
Junio 2010	201006	Junio	22	Campo de Belchite	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	8
Junio 2010	201006	Junio	22	Campo de Belchite	P	Educación	CNAE - 2009	Hombres	1
Junio 2010	201006	Junio	22	Campo de Belchite	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	6
Junio 2010	201006	Junio	22	Campo de Belchite	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Hombres	2
Junio 2010	201006	Junio	22	Campo de Belchite	R	Actividades artísticas, recreativas y de entretenimiento	CNAE - 2009	Mujeres	5
Junio 2010	201006	Junio	23	Bajo Martín	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	48
Junio 2010	201006	Junio	23	Bajo Martín	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	51
Junio 2010	201006	Junio	23	Bajo Martín	B	Industrias extractivas	CNAE - 2009	Hombres	2
Junio 2010	201006	Junio	23	Bajo Martín	C	Industria manufacturera	CNAE - 2009	Hombres	63
Junio 2010	201006	Junio	23	Bajo Martín	C	Industria manufacturera	CNAE - 2009	Mujeres	8
Junio 2010	201006	Junio	23	Bajo Martín	F	Construcción	CNAE - 2009	Hombres	15
Junio 2010	201006	Junio	23	Bajo Martín	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	2
Junio 2010	201006	Junio	23	Bajo Martín	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Mujeres	2
Junio 2010	201006	Junio	23	Bajo Martín	H	Transporte y almacenamiento	CNAE - 2009	Hombres	7
Junio 2010	201006	Junio	23	Bajo Martín	H	Transporte y almacenamiento	CNAE - 2009	Mujeres	2
Junio 2010	201006	Junio	23	Bajo Martín	I	Hostelería	CNAE - 2009	Mujeres	4
Junio 2010	201006	Junio	23	Bajo Martín	M	Actividades profesionales, científicas y técnicas	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	23	Bajo Martín	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Hombres	4
Junio 2010	201006	Junio	23	Bajo Martín	N	Actividades administrativas y servicios auxiliares	CNAE - 2009	Mujeres	2
Junio 2010	201006	Junio	23	Bajo Martín	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Hombres	5
Junio 2010	201006	Junio	23	Bajo Martín	O	Administración Pública y defensa; Seguridad Social obligatoria	CNAE - 2009	Mujeres	16
Junio 2010	201006	Junio	23	Bajo Martín	Q	Actividades sanitarias y de servicios sociales	CNAE - 2009	Mujeres	10
Junio 2010	201006	Junio	23	Bajo Martín	S	Otros servicios	CNAE - 2009	Mujeres	1
Junio 2010	201006	Junio	24	Campo de Daroca	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Hombres	55
Junio 2010	201006	Junio	24	Campo de Daroca	A	Agricultura, ganadería, silvicultura y pesca	CNAE - 2009	Mujeres	20
Junio 2010	201006	Junio	24	Campo de Daroca	C	Industria manufacturera	CNAE - 2009	Hombres	5
Junio 2010	201006	Junio	24	Campo de Daroca	C	Industria manufacturera	CNAE - 2009	Mujeres	2
Junio 2010	201006	Junio	24	Campo de Daroca	F	Construcción	CNAE - 2009	Hombres	21
Junio 2010	201006	Junio	24	Campo de Daroca	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	CNAE - 2009	Hombres	2
