Año	Provincia nombre	Municipio código	Municipio nombre	Saldo Vegetativo	Nacidos vivos residentes	Matrimonios residentes	Defunciones residentes
2009	Zaragoza	50129	Jaraba	-10,0			10,0
2009	Zaragoza	50130	Jarque	-9,0		2	9,0
2009	Zaragoza	50132	Joyosa (La)	-9,0		5	9,0
2009	Zaragoza	50136	Lécera	-9,0			9,0
2009	Zaragoza	50137	Leciñena	-11,0		3	11,0
2009	Zaragoza	50141	Lituénigo				
2009	Zaragoza	50143	Longares	-11,0			11,0
2009	Zaragoza	50147	Luceni	-15,0		4	15,0
2009	Zaragoza	50150	Lumpiaque	-14,0		1	14,0
2009	Zaragoza	50151	Luna	-15,0			15,0
2009	Zaragoza	50152	Maella	-10,0			10,0
2009	Zaragoza	50153	Magallón	-10,0		9	10,0
2009	Zaragoza	50154	Mainar	-1,0			1,0
2009	Zaragoza	50156	Maleján				
2009	Zaragoza	50157	Malón	-8,0		1	8,0
2009	Zaragoza	50159	Maluenda	-11,0		1	11,0
2009	Zaragoza	50160	Mallén	-31,0		9	31,0
2009	Zaragoza	50162	Mara	-6,0		1	6,0
2009	Zaragoza	50163	María de Huerva	-17,0		39	17,0
2009	Zaragoza	50164	Mediana de Aragón	-2,0			2,0
2009	Zaragoza	50165	Mequinenza	-29,0		7	29,0
2009	Zaragoza	50167	Mezalocha	-4,0			4,0
2009	Zaragoza	50168	Mianos	-2,0		2	2,0
2009	Zaragoza	50169	Miedes de Aragón	-8,0		1	8,0
2009	Zaragoza	50170	Monegrillo	-7,0		1	7,0
2009	Zaragoza	50175	Morata de Jalón	-18,0		3	18,0
2009	Zaragoza	50177	Morés	-9,0		1	9,0
2009	Zaragoza	50181	Muel	-15,0		7	15,0
2009	Zaragoza	50182	Muela (La)	-21,0		52	21,0
2009	Zaragoza	50183	Munébrega	-4,0			4,0
2009	Zaragoza	50185	Murillo de Gállego	-1,0		1	1,0
2009	Zaragoza	50189	Nonaspe	-12,0		1	12,0
2009	Zaragoza	50190	Novallas	-9,0		5	9,0
2009	Zaragoza	50191	Novillas	-5,0		1	5,0
2009	Zaragoza	50192	Nuévalos	-4,0		2	4,0
2009	Zaragoza	50193	Nuez de Ebro	-4,0		2	4,0
2009	Zaragoza	50197	Orés	-5,0			5,0
2009	Zaragoza	50199	Osera de Ebro	-15,0			15,0
2009	Zaragoza	50200	Paniza	-8,0		6	8,0
2009	Zaragoza	50201	Paracuellos de Jiloca	-6,0		2	6,0
2009	Zaragoza	50203	Pastriz	-16,0		4	16,0
2009	Zaragoza	50204	Pedrola	-28,0		12	28,0
2009	Zaragoza	50205	Pedrosas (Las)				
2009	Zaragoza	50206	Perdiguera	-5,0		3	5,0
2009	Zaragoza	50208	Pina de Ebro	-19,0		9	19,0
2009	Zaragoza	50209	Pinseque	-60,0		22	60,0
2009	Zaragoza	50211	Plasencia de Jalón	-5,0		1	5,0
2009	Zaragoza	50216	Pozuelo de Aragón	-7,0		1	7,0
2009	Zaragoza	50217	Pradilla de Ebro	-9,0		2	9,0
2009	Zaragoza	50218	Puebla de Albortón	-3,0		1	3,0
2009	Zaragoza	50219	Puebla de Alfindén (La)	-28,0		45	28,0
2009	Zaragoza	50222	Quinto	-19,0		4	19,0
2009	Zaragoza	50223	Remolinos	-21,0		6	21,0
2009	Zaragoza	50225	Ricla	-28,0		10	28,0
2009	Zaragoza	50227	Romanos	-2,0			2,0
2009	Zaragoza	50228	Rueda de Jalón	-1,0		1	1,0
2009	Zaragoza	50230	Sádaba	-28,0		5	28,0
2009	Zaragoza	50231	Salillas de Jalón	-4,0			4,0
2009	Zaragoza	50232	Salvatierra de Esca	-4,0			4,0
2009	Zaragoza	50234	San Martín de la Virgen de Moncayo	-4,0			4,0
2009	Zaragoza	50235	San Mateo de Gállego	-30,0		15	30,0
2009	Zaragoza	50236	Santa Cruz de Grío				
2009	Zaragoza	50240	Sástago	-13,0		1	13,0
2009	Zaragoza	50241	Saviñán	-12,0		1	12,0
2009	Zaragoza	50242	Sediles				
2009	Zaragoza	50244	Sierra de Luna	-3,0			3,0
2009	Zaragoza	50247	Sobradiel	-13,0		5	13,0
2009	Zaragoza	50248	Sos del Rey Católico	-16,0		4	16,0
2009	Zaragoza	50249	Tabuenca	-4,0			4,0
2009	Zaragoza	50251	Tarazona	-141,0		39	141,0
2009	Zaragoza	50252	Tauste	-86,0		12	86,0
2009	Zaragoza	50253	Terrer	-9,0		1	9,0
2009	Zaragoza	50255	Tobed	-9,0			9,0
2009	Zaragoza	50261	Torrellas	-3,0		1	3,0
2009	Zaragoza	50262	Torres de Berrellén	-20,0		10	20,0
2009	Zaragoza	50264	Tosos	-3,0			3,0
2009	Zaragoza	50265	Trasmoz	-1,0			1,0
2009	Zaragoza	50267	Uncastillo	-17,0			17,0
2009	Zaragoza	50268	Undués de Lerda	-1,0			1,0
2009	Zaragoza	50269	Urrea de Jalón	-11,0			11,0
2009	Zaragoza	50272	Utebo	-64,0		99	64,0
2009	Zaragoza	50275	Valmadrid	-2,0			2,0
2009	Zaragoza	50278	Velilla de Ebro	-2,0			2,0
2009	Zaragoza	50280	Vera de Moncayo	-10,0		1	10,0
2009	Zaragoza	50284	Villafeliche	-4,0			4,0
2009	Zaragoza	50285	Villafranca de Ebro	-14,0		4	14,0
2009	Zaragoza	50287	Villalengua	-2,0			2,0
2009	Zaragoza	50288	Villanueva de Gállego	-25,0		10	25,0
2009	Zaragoza	50290	Villanueva de Huerva	-7,0			7,0
2009	Zaragoza	50293	Villarroya de la Sierra	-6,0			6,0
2009	Zaragoza	50297	Zaragoza	-5854,0		2572	5854,0
2009	Zaragoza	50298	Zuera	-63,0		34	63,0
2009	Zaragoza	50903	Villamayor de Gállego	-27,0		2	27,0
2008	Huesca	22001	Abiego	-6,0			6,0
2008	Huesca	22007	Albalate de Cinca	-13,0		3	13,0
2008	Huesca	22008	Albalatillo	-6,0			6,0
2008	Huesca	22009	Albelda	-17,0		6	17,0
2008	Huesca	22012	Albero Bajo				
2008	Huesca	22014	Alcalá de Gurrea	-3,0			3,0
2008	Huesca	22015	Alcalá del Obispo	-6,0			6,0
2008	Huesca	22016	Alcampell	-15,0		1	15,0
2008	Huesca	22017	Alcolea de Cinca	-21,0		6	21,0
2008	Huesca	22018	Alcubierre	-11,0			11,0
2008	Huesca	22020	Alfántega	-2,0		1	2,0
2008	Huesca	22021	Almudévar	-42,0		12	42,0
2008	Huesca	22022	Almunia de San Juan	-9,0		1	9,0
2008	Huesca	22023	Almuniente	-6,0			6,0
2008	Huesca	22024	Alquézar	-7,0			7,0
2008	Huesca	22025	Altorricón	-16,0		5	16,0
2008	Huesca	22027	Angüés	-14,0		2	14,0
2008	Huesca	22028	Ansó	-4,0		2	4,0
2008	Huesca	22032	Aragüés del Puerto	-1,0		2	1,0
2008	Huesca	22035	Arén	-3,0			3,0
2008	Huesca	22036	Argavieso	-1,0			1,0
2008	Huesca	22039	Ayerbe	-20,0		1	20,0
2008	Huesca	22041	Azara	-3,0		1	3,0
2008	Huesca	22042	Azlor	0,0		1	
2008	Huesca	22044	Bailo	-2,0			2,0
2008	Huesca	22046	Ballobar	-14,0		1	14,0
2008	Huesca	22047	Banastás				
2008	Huesca	22048	Barbastro	-147,0		17	147,0
2008	Huesca	22052	Belver de Cinca	-13,0		5	13,0
2008	Huesca	22053	Benabarre	-29,0		3	29,0
2008	Huesca	22054	Benasque	-10,0		7	10,0
2008	Huesca	22055	Berbegal	-6,0			6,0
2008	Huesca	22057	Bielsa	-5,0			5,0
2008	Huesca	22058	Bierge	-2,0		2	2,0
2008	Huesca	22059	Biescas	-19,0		6	19,0
2008	Huesca	22060	Binaced	-25,0		3	25,0
2008	Huesca	22061	Binéfar	-77,0		37	77,0
2008	Huesca	22066	Boltaña	-10,0		7	10,0
2008	Huesca	22069	Broto	-3,0		1	3,0
2008	Huesca	22072	Caldearenas	-1,0			1,0
2008	Huesca	22074	Campo	-3,0		2	3,0
2008	Huesca	22076	Canal de Berdún	-3,0			3,0
2008	Huesca	22078	Canfranc	-5,0		2	5,0
2008	Huesca	22079	Capdesaso	-3,0			3,0
2008	Huesca	22080	Capella	-5,0		1	5,0
2008	Huesca	22082	Castejón del Puente	-4,0			4,0
2008	Huesca	22083	Castejón de Monegros	-6,0		1	6,0
2008	Huesca	22084	Castejón de Sos	-13,0		1	13,0
2008	Huesca	22085	Castelflorite	-2,0		1	2,0
2008	Huesca	22086	Castiello de Jaca	-5,0			5,0
2008	Huesca	22088	Castillazuelo	-11,0			11,0
2008	Huesca	22089	Castillonroy	-5,0			5,0
2008	Huesca	22095	Chía	-2,0			2,0
2008	Huesca	22096	Chimillas	-9,0		4	9,0
2008	Huesca	22099	Esplús	-11,0			11,0
2008	Huesca	22102	Estada	0,0		1	
2008	Huesca	22103	Estadilla	-12,0		2	12,0
2008	Huesca	22105	Estopiñán del Castillo	-5,0		1	5,0
2008	Huesca	22109	Fiscal	-2,0		1	2,0
2008	Huesca	22110	Fonz	-17,0			17,0
2008	Huesca	22112	Fraga	-126,0		49	126,0
2008	Huesca	22113	Fueva (La)	-10,0		3	10,0
2008	Huesca	22115	Grado (El)	-5,0			5,0
2008	Huesca	22116	Grañén	-36,0		5	36,0
2008	Huesca	22117	Graus	-44,0		6	44,0
2008	Huesca	22119	Gurrea de Gállego	-23,0		6	23,0
2008	Huesca	22124	Huerto	-5,0			5,0
2008	Huesca	22125	Huesca	-518,0		242	518,0
2008	Huesca	22126	Ibieca	-3,0			3,0
2008	Huesca	22127	Igriés	-22,0		3	22,0
2008	Huesca	22128	Ilche	-2,0			2,0
2008	Huesca	22129	Isábena	-3,0		1	3,0
2008	Huesca	22130	Jaca	-127,0		43	127,0
2008	Huesca	22133	Labuerda	-7,0			7,0
2008	Huesca	22136	Lalueza	-17,0		5	17,0
2008	Huesca	22137	Lanaja	-13,0		4	13,0
2008	Huesca	22143	Laspaúles	-3,0		1	3,0
2008	Huesca	22144	Laspuña	-7,0			7,0
2008	Huesca	22149	Loarre	-8,0			8,0
2008	Huesca	22150	Loporzano	-3,0			3,0
2008	Huesca	22156	Monflorite-Lascasas	-2,0		1	2,0
2008	Huesca	22157	Montanuy	-6,0			6,0
2008	Huesca	22158	Monzón	-159,0		77	159,0
2008	Huesca	22160	Naval	-3,0		1	3,0
2008	Huesca	22163	Nueno	-2,0		4	2,0
2008	Huesca	22164	Olvena	-2,0			2,0
2008	Huesca	22165	Ontiñena	-10,0		2	10,0
2008	Huesca	22167	Osso de Cinca	-9,0		1	9,0
2008	Huesca	22170	Panticosa	-5,0			5,0
2008	Huesca	22173	Peñas de Riglos (Las)	-2,0		1	2,0
2008	Huesca	22174	Peralta de Alcofea	-8,0		1	8,0
2008	Huesca	22176	Peraltilla	-2,0		1	2,0
2008	Huesca	22182	Plan	-4,0		1	4,0
2008	Huesca	22184	Poleñino	-4,0			4,0
2008	Huesca	22187	Puebla de Castro (La)	-7,0		3	7,0
2008	Huesca	22189	Puértolas	-2,0		3	2,0
2008	Huesca	22190	Pueyo de Araguás (El)	-1,0			1,0
2008	Huesca	22193	Pueyo de Santa Cruz	-7,0			7,0
2008	Huesca	22195	Quicena	-4,0		1	4,0
2008	Huesca	22197	Robres	-9,0		2	9,0
2008	Huesca	22199	Sabiñánigo	-95,0		26	95,0
2008	Huesca	22200	Sahún	-4,0			4,0
2008	Huesca	22201	Salas Altas	-4,0			4,0
2008	Huesca	22204	Sallent de Gállego	-6,0		9	6,0
2008	Huesca	22205	San Esteban de Litera	-10,0		2	10,0
2008	Huesca	22207	San Juan de Plan	-1,0		1	1,0
2008	Huesca	22208	Santa Cilia	-2,0			2,0
2008	Huesca	22209	Santa Cruz de la Serós	-2,0			2,0
2008	Huesca	22213	Sariñena	-36,0		12	36,0
2008	Huesca	22215	Seira	-2,0			2,0
2008	Huesca	22217	Sena	-5,0		1	5,0
2008	Huesca	22218	Senés de Alcubierre	-1,0			1,0
2008	Huesca	22220	Sesa	-6,0			6,0
2008	Huesca	22221	Sesué	-3,0			3,0
2008	Huesca	22222	Siétamo	-2,0		4	2,0
2008	Huesca	22225	Tamarite de Litera	-72,0		16	72,0
2008	Huesca	22226	Tardienta	-20,0		3	20,0
2008	Huesca	22228	Tierz	-3,0		8	3,0
2008	Huesca	22229	Tolva	-4,0			4,0
2008	Huesca	22230	Torla-Ordesa	-3,0		1	3,0
2008	Huesca	22233	Torre la Ribera				
2008	Huesca	22236	Torres de Barbués	-6,0			6,0
2008	Huesca	22245	Velilla de Cinca	-5,0		1	5,0
2008	Huesca	22248	Vicién	-1,0			1,0
2008	Huesca	22249	Villanova	-2,0		1	2,0
2008	Huesca	22250	Villanúa	0,0		1	
2008	Huesca	22252	Yebra de Basa	-1,0			1,0
2008	Huesca	22254	Zaidín	-15,0		4	15,0
2008	Huesca	22901	Valle de Hecho	-11,0		2	11,0
2008	Huesca	22902	Puente la Reina de Jaca	-1,0			1,0
2008	Huesca	22903	San Miguel del Cinca	-11,0		2	11,0
2008	Huesca	22904	Sotonera (La)	-3,0		1	3,0
2008	Huesca	22905	Lupiñén-Ortilla	-6,0		2	6,0
2008	Huesca	22907	Aínsa-Sobrarbe	-25,0		12	25,0
2008	Huesca	22908	Hoz y Costeán	-1,0			1,0
2008	Huesca	22909	Vencillón	-6,0		1	6,0
2008	Teruel	44004	Aguaviva	-6,0			6,0
2008	Teruel	44006	Alacón	-3,0			3,0
2008	Teruel	44008	Albalate del Arzobispo	-26,0		6	26,0
2008	Teruel	44009	Albarracín	-15,0		7	15,0
2008	Teruel	44010	Albentosa	-1,0		1	1,0
2008	Teruel	44011	Alcaine				
2008	Teruel	44012	Alcalá de la Selva	-3,0		3	3,0
2008	Teruel	44013	Alcañiz	-139,0		60	139,0
2008	Teruel	44014	Alcorisa	-34,0		10	34,0
2008	Teruel	44016	Alfambra	-20,0			20,0
2008	Teruel	44017	Aliaga	-11,0		1	11,0
2008	Teruel	44022	Alloza	-10,0			10,0
2008	Teruel	44023	Allueva				
2008	Teruel	44025	Andorra	-76,0		37	76,0
2008	Teruel	44029	Ariño	-10,0		3	10,0
2008	Teruel	44033	Báguena	-9,0			9,0
2008	Teruel	44037	Beceite	-10,0			10,0
2008	Teruel	44038	Belmonte de San José	-1,0		2	1,0
2008	Teruel	44039	Bello	-8,0			8,0
2008	Teruel	44040	Berge	-6,0			6,0
2008	Teruel	44042	Blancas	-2,0			2,0
2008	Teruel	44045	Bronchales	-6,0		1	6,0
2008	Teruel	44049	Calaceite	-16,0		5	16,0
2008	Teruel	44050	Calamocha	-48,0		24	48,0
2008	Teruel	44051	Calanda	-44,0		6	44,0
2008	Teruel	44053	Camañas	-2,0		1	2,0
2008	Teruel	44054	Camarena de la Sierra	-2,0			2,0
2008	Teruel	44055	Camarillas	0,0		1	
2008	Teruel	44056	Caminreal	-12,0		1	12,0
2008	Teruel	44059	Cantavieja	-9,0		1	9,0
2008	Teruel	44066	Castel de Cabra	-1,0			1,0
2008	Teruel	44068	Castelserás	-8,0		2	8,0
2008	Teruel	44071	Castellote	-8,0		5	8,0
2008	Teruel	44074	Cedrillas	-15,0		5	15,0
2008	Teruel	44075	Celadas	-6,0		1	6,0
2008	Teruel	44076	Cella	-32,0		9	32,0
2008	Teruel	44080	Codoñera (La)	-3,0			3,0
2008	Teruel	44086	Cretas	-9,0		2	9,0
2008	Teruel	44088	Cuba (La)	-2,0			2,0
2008	Teruel	44090	Cucalón				
2008	Teruel	44093	Cuevas de Almudén				
2008	Teruel	44094	Cuevas Labradas	-4,0			4,0
2008	Teruel	44096	Ejulve	-5,0			5,0
2008	Teruel	44099	Escucha	-10,0		1	10,0
2008	Teruel	44101	Ferreruela de Huerva	-1,0			1,0
2008	Teruel	44103	Formiche Alto	-4,0			4,0
2008	Teruel	44106	Fortanete				
2008	Teruel	44107	Foz-Calanda	-5,0			5,0
2008	Teruel	44108	Fresneda (La)	-8,0		1	8,0
2008	Teruel	44109	Frías de Albarracín	-2,0			2,0
2008	Teruel	44111	Fuentes Calientes	-1,0			1,0
2008	Teruel	44112	Fuentes Claras	-7,0			7,0
2008	Teruel	44113	Fuentes de Rubielos	-1,0			1,0
2008	Teruel	44115	Galve				
2008	Teruel	44117	Gea de Albarracín	-5,0		1	5,0
2008	Teruel	44118	Ginebrosa (La)	-1,0			1,0
2008	Teruel	44120	Guadalaviar	-6,0			6,0
2008	Teruel	44122	Híjar	-35,0		11	35,0
2008	Teruel	44126	Iglesuela del Cid (La)	-7,0		1	7,0
2008	Teruel	44129	Jatiel	-2,0			2,0
2008	Teruel	44137	Linares de Mora	-5,0			5,0
2008	Teruel	44138	Loscos	-7,0			7,0
2008	Teruel	44141	Lledó	-1,0		1	1,0
2008	Teruel	44143	Manzanera	-4,0		1	4,0
2008	Teruel	44144	Martín del Río	-6,0		2	6,0
2008	Teruel	44145	Mas de las Matas	-16,0		5	16,0
2008	Teruel	44146	Mata de los Olmos (La)	-3,0			3,0
2008	Teruel	44147	Mazaleón	-9,0			9,0
2008	Teruel	44149	Mirambel	-2,0			2,0
2008	Teruel	44153	Monreal del Campo	-39,0		8	39,0
2008	Teruel	44154	Monroyo	-8,0		2	8,0
2008	Teruel	44155	Montalbán	-18,0		6	18,0
2008	Teruel	44156	Monteagudo del Castillo	-2,0			2,0
2008	Teruel	44158	Mora de Rubielos	-15,0		7	15,0
2008	Teruel	44159	Moscardón				
2008	Teruel	44160	Mosqueruela	-9,0			9,0
2008	Teruel	44161	Muniesa	-12,0		1	12,0
2008	Teruel	44168	Odón	-5,0			5,0
2008	Teruel	44169	Ojos Negros	-9,0		1	9,0
2008	Teruel	44171	Olba	-1,0			1,0
2008	Teruel	44172	Oliete	-12,0			12,0
2008	Teruel	44174	Orihuela del Tremedal	-9,0			9,0
2008	Teruel	44176	Palomar de Arroyos	-2,0			2,0
2008	Teruel	44177	Pancrudo	-3,0			3,0
2008	Teruel	44179	Peñarroya de Tastavins	-7,0			7,0
2008	Teruel	44185	Pobo (El)	-5,0			5,0
2008	Teruel	44187	Portellada (La)	-3,0		3	3,0
2008	Teruel	44191	Puebla de Híjar (La)	-8,0		1	8,0
2008	Teruel	44192	Puebla de Valverde (La)	-4,0			4,0
2008	Teruel	44193	Puertomingalvo	-1,0			1,0
2008	Teruel	44194	Ráfales	-4,0			4,0
2008	Teruel	44198	Royuela	-1,0		1	1,0
2008	Teruel	44201	Rubielos de Mora	-7,0		2	7,0
2008	Teruel	44205	Samper de Calanda	-13,0			13,0
2008	Teruel	44209	Santa Eulalia	-15,0		3	15,0
2008	Teruel	44210	Sarrión	-7,0			7,0
2008	Teruel	44212	Seno				
2008	Teruel	44215	Terriente	-3,0			3,0
2008	Teruel	44216	Teruel	-327,0		143	327,0
2008	Teruel	44219	Tornos	-3,0			3,0
2008	Teruel	44220	Torralba de los Sisones				
2008	Teruel	44223	Torre de Arcas				
2008	Teruel	44224	Torre de las Arcas	-1,0			1,0
2008	Teruel	44226	Torrelacárcel	-4,0			4,0
2008	Teruel	44228	Torremocha de Jiloca	-2,0			2,0
2008	Teruel	44232	Torrijo del Campo	-16,0		2	16,0
2008	Teruel	44236	Tronchón				
2008	Teruel	44237	Urrea de Gaén	-8,0			8,0
2008	Teruel	44238	Utrillas	-22,0		16	22,0
2008	Teruel	44241	Valdealgorfa	-7,0		2	7,0
2008	Teruel	44244	Valdelinares	-2,0			2,0
2008	Teruel	44245	Valdeltormo	-8,0		1	8,0
2008	Teruel	44246	Valderrobres	-34,0		11	34,0
2008	Teruel	44247	Valjunquera	-1,0			1,0
2008	Teruel	44251	Villafranca del Campo	-10,0			10,0
2008	Teruel	44261	Villarquemado	-12,0		1	12,0
2008	Teruel	44262	Villarroya de los Pinares	-2,0			2,0
2008	Teruel	44263	Villastar	-7,0		3	7,0
2008	Teruel	44264	Villel	-4,0		1	4,0
2008	Zaragoza	50002	Acered	-8,0			8,0
2008	Zaragoza	50003	Agón	-1,0			1,0
2008	Zaragoza	50004	Aguarón	-25,0		4	25,0
2008	Zaragoza	50006	Ainzón	-23,0		7	23,0
2008	Zaragoza	50008	Alagón	-91,0		27	91,0
2008	Zaragoza	50011	Albeta	-4,0			4,0
2008	Zaragoza	50017	Alfajarín	-20,0		18	20,0
2008	Zaragoza	50018	Alfamén	-11,0		5	11,0
2008	Zaragoza	50020	Alhama de Aragón	-11,0		1	11,0
2008	Zaragoza	50022	Almolda (La)	-7,0			7,0
2008	Zaragoza	50024	Almonacid de la Sierra	-8,0			8,0
2008	Zaragoza	50025	Almunia de Doña Godina (La)	-79,0		20	79,0
2008	Zaragoza	50026	Alpartir	-3,0		1	3,0
2008	Zaragoza	50027	Ambel	-2,0		2	2,0
2008	Zaragoza	50028	Anento				
2008	Zaragoza	50029	Aniñón	-14,0		3	14,0
2008	Zaragoza	50031	Aranda de Moncayo	-4,0		1	4,0
2008	Zaragoza	50034	Ariza	-22,0		3	22,0
2008	Zaragoza	50038	Ateca	-24,0		2	24,0
2008	Zaragoza	50039	Azuara	-6,0			6,0
2008	Zaragoza	50043	Bárboles	-1,0		1	1,0
2008	Zaragoza	50044	Bardallur	-2,0		1	2,0
2008	Zaragoza	50045	Belchite	-26,0		6	26,0
2008	Zaragoza	50046	Belmonte de Gracián	-7,0			7,0
2008	Zaragoza	50047	Berdejo	-2,0			2,0
2008	Zaragoza	50051	Biota	-14,0		2	14,0
2008	Zaragoza	50052	Bisimbre				
2008	Zaragoza	50053	Boquiñeni	-11,0		3	11,0
2008	Zaragoza	50055	Borja	-61,0		23	61,0
2008	Zaragoza	50056	Botorrita	-3,0		3	3,0
2008	Zaragoza	50057	Brea de Aragón	-27,0		4	27,0
2008	Zaragoza	50058	Bubierca	-2,0			2,0
2008	Zaragoza	50059	Bujaraloz	-16,0		2	16,0
2008	Zaragoza	50060	Bulbuente	-5,0			5,0
2008	Zaragoza	50061	Bureta	-3,0		1	3,0
2008	Zaragoza	50062	Burgo de Ebro (El)	-20,0		15	20,0
2008	Zaragoza	50064	Cabañas de Ebro	-18,0		3	18,0
2008	Zaragoza	50066	Cadrete	-20,0		23	20,0
2008	Zaragoza	50067	Calatayud	-253,0		95	253,0
2008	Zaragoza	50068	Calatorao	-29,0		13	29,0
2008	Zaragoza	50073	Cariñena	-52,0		14	52,0
2008	Zaragoza	50074	Caspe	-89,0		30	89,0
2008	Zaragoza	50079	Cervera de la Cañada	-7,0		2	7,0
2008	Zaragoza	50081	Cetina	-22,0		4	22,0
2008	Zaragoza	50087	Contamina	-3,0			3,0
2008	Zaragoza	50088	Cosuenda	-5,0			5,0
2008	Zaragoza	50089	Cuarte de Huerva	-26,0		125	26,0
2008	Zaragoza	50090	Cubel	-4,0			4,0
2008	Zaragoza	50092	Chiprana	-4,0		1	4,0
2008	Zaragoza	50093	Chodes	-1,0			1,0
2008	Zaragoza	50094	Daroca	-37,0		7	37,0
2008	Zaragoza	50095	Ejea de los Caballeros	-176,0		72	176,0
2008	Zaragoza	50099	Épila	-52,0		16	52,0
2008	Zaragoza	50101	Escatrón	-16,0		2	16,0
2008	Zaragoza	50102	Fabara	-12,0		2	12,0
2008	Zaragoza	50104	Farlete	-9,0			9,0
2008	Zaragoza	50107	Figueruelas	-19,0		4	19,0
2008	Zaragoza	50110	Frasno (El)	-9,0		1	9,0
2008	Zaragoza	50113	Fuendejalón	-14,0		3	14,0
2008	Zaragoza	50115	Fuentes de Ebro	-36,0		21	36,0
2008	Zaragoza	50116	Fuentes de Jiloca	-6,0		1	6,0
2008	Zaragoza	50117	Gallocanta				
2008	Zaragoza	50118	Gallur	-37,0		6	37,0
2008	Zaragoza	50119	Gelsa	-13,0		1	13,0
2008	Zaragoza	50121	Gotor	-2,0			2,0
2008	Zaragoza	50123	Grisén	-5,0		1	5,0
2008	Zaragoza	50124	Herrera de los Navarros	-6,0		1	6,0
2008	Zaragoza	50126	Illueca	-23,0		8	23,0
2008	Zaragoza	50128	Isuerre	-1,0			1,0
2008	Zaragoza	50129	Jaraba	-4,0		3	4,0
2008	Zaragoza	50130	Jarque	-6,0		1	6,0
2008	Zaragoza	50131	Jaulín	-7,0		1	7,0
2008	Zaragoza	50132	Joyosa (La)	-8,0		6	8,0
2008	Zaragoza	50136	Lécera	-12,0		1	12,0
2008	Zaragoza	50137	Leciñena	-14,0		4	14,0
2008	Zaragoza	50143	Longares	-9,0		1	9,0
2008	Zaragoza	50146	Lucena de Jalón	-3,0		1	3,0
2008	Zaragoza	50147	Luceni	-17,0		5	17,0
2008	Zaragoza	50148	Luesia	-9,0			9,0
2008	Zaragoza	50150	Lumpiaque	-19,0		3	19,0
2008	Zaragoza	50151	Luna	-11,0			11,0
2008	Zaragoza	50152	Maella	-15,0		1	15,0
2008	Zaragoza	50153	Magallón	-11,0		2	11,0
2008	Zaragoza	50156	Maleján	-4,0		1	4,0
2008	Zaragoza	50159	Maluenda	-15,0		2	15,0
2008	Zaragoza	50160	Mallén	-32,0		16	32,0
2008	Zaragoza	50163	María de Huerva	-19,0		47	19,0
2008	Zaragoza	50164	Mediana de Aragón	-4,0		1	4,0
2008	Zaragoza	50165	Mequinenza	-38,0		8	38,0
2008	Zaragoza	50166	Mesones de Isuela	-5,0		1	5,0
2008	Zaragoza	50170	Monegrillo	-12,0		1	12,0
2008	Zaragoza	50175	Morata de Jalón	-16,0		2	16,0
2008	Zaragoza	50177	Morés	-8,0		2	8,0
2008	Zaragoza	50181	Muel	-11,0		5	11,0
2008	Zaragoza	50182	Muela (La)	-18,0		50	18,0
2008	Zaragoza	50185	Murillo de Gállego	-1,0			1,0
2008	Zaragoza	50189	Nonaspe	-15,0		1	15,0
2008	Zaragoza	50190	Novallas	-12,0		1	12,0
2008	Zaragoza	50191	Novillas	-9,0		1	9,0
2008	Zaragoza	50192	Nuévalos	-1,0		14	1,0
2008	Zaragoza	50193	Nuez de Ebro	-3,0		4	3,0
2008	Zaragoza	50194	Olvés	-2,0			2,0
2008	Zaragoza	50199	Osera de Ebro	-23,0		1	23,0
2008	Zaragoza	50200	Paniza	-7,0		2	7,0
2008	Zaragoza	50201	Paracuellos de Jiloca	-11,0		3	11,0
2008	Zaragoza	50203	Pastriz	-15,0		5	15,0
2008	Zaragoza	50204	Pedrola	-37,0		21	37,0
2008	Zaragoza	50206	Perdiguera	-10,0		3	10,0
2008	Zaragoza	50208	Pina de Ebro	-21,0		7	21,0
2008	Zaragoza	50209	Pinseque	-68,0		26	68,0
2008	Zaragoza	50211	Plasencia de Jalón	-2,0			2,0
2008	Zaragoza	50216	Pozuelo de Aragón	-7,0			7,0
2008	Zaragoza	50219	Puebla de Alfindén (La)	-32,0		46	32,0
2008	Zaragoza	50221	Purujosa				
2008	Zaragoza	50222	Quinto	-21,0		5	21,0
2008	Zaragoza	50223	Remolinos	-23,0		4	23,0
2008	Zaragoza	50225	Ricla	-26,0		3	26,0
2008	Zaragoza	50228	Rueda de Jalón	-3,0		1	3,0
2008	Zaragoza	50230	Sádaba	-35,0		1	35,0
2008	Zaragoza	50231	Salillas de Jalón	-5,0		3	5,0
2008	Zaragoza	50232	Salvatierra de Esca	-7,0			7,0
2008	Zaragoza	50234	San Martín de la Virgen de Moncayo	-2,0		1	2,0
2008	Zaragoza	50235	San Mateo de Gállego	-32,0		13	32,0
2008	Zaragoza	50237	Santa Cruz de Moncayo	-4,0			4,0
2008	Zaragoza	50240	Sástago	-3,0		2	3,0
2008	Zaragoza	50241	Saviñán	-8,0		1	8,0
2008	Zaragoza	50245	Sigüés				
2008	Zaragoza	50247	Sobradiel	-8,0		6	8,0
2008	Zaragoza	50248	Sos del Rey Católico	-16,0		1	16,0
2008	Zaragoza	50251	Tarazona	-161,0		60	161,0
2008	Zaragoza	50252	Tauste	-75,0		18	75,0
2008	Zaragoza	50253	Terrer	-12,0		1	12,0
